"행정구역","2024년12월_계_총인구수","2024년12월_계_연령구간인구수","2024년12월_계_0~9세","2024년12월_계_10~19세","2024년12월_계_20~29세","2024년12월_계_30~39세","2024년12월_계_40~49세","2024년12월_계_50~59세","2024년12월_계_60~69세","2024년12월_계_70~79세","2024년12월_계_80~89세","2024년12월_계_90~99세","2024년12월_계_100세 이상","2024년12월_남_총인구수","2024년12월_남_연령구간인구수","2024년12월_남_0~9세","2024년12월_남_10~19세","2024년12월_남_20~29세","2024년12월_남_30~39세","2024년12월_남_40~49세","2024년12월_남_50~59세","2024년12월_남_60~69세","2024년12월_남_70~79세","2024년12월_남_80~89세","2024년12월_남_90~99세","2024년12월_남_100세 이상","2024년12월_여_총인구수","2024년12월_여_연령구간인구수","2024년12월_여_0~9세","2024년12월_여_10~19세","2024년12월_여_20~29세","2024년12월_여_30~39세","2024년12월_여_40~49세","2024년12월_여_50~59세","2024년12월_여_60~69세","2024년12월_여_70~79세","2024년12월_여_80~89세","2024년12월_여_90~99세","2024년12월_여_100세 이상"
"인천광역시 강화군 서도면볼음출장소(2871042500)","280","280","3","5","19","9","11","32","98","57","42","4","0","157","157","1","3","14","5","6","19","58","31","19","1","0","123","123","2","2","5","4","5","13","40","26","23","3","0"
"인천광역시 옹진군 (2872000000)","19,996","19,996","596","929","2,328","1,681","2,061","3,193","4,848","2,727","1,309","309","15","11,353","11,353","300","492","1,629","1,117","1,320","1,856","2,657","1,399","510","72","1","8,643","8,643","296","437","699","564","741","1,337","2,191","1,328","799","237","14"
"인천광역시 옹진군 북도면(2872031000)","1,159","1,159","21","44","73","56","107","163","363","225","82","24","1","623","623","10","16","54","28","64","94","196","121","35","5","0","536","536","11","28","19","28","43","69","167","104","47","19","1"
"인천광역시 옹진군 북도면장봉출장소(2872031500)","961","961","12","17","41","51","90","187","296","166","84","16","1","509","509","8","10","23","35","54","111","149","85","31","3","0","452","452","4","7","18","16","36","76","147","81","53","13","1"
"인천광역시 옹진군 백령면(2872033000)","4,722","4,722","224","256","881","544","533","602","865","474","248","91","4","2,737","2,737","118","119","628","356","347","353","464","244","85","23","0","1,985","1,985","106","137","253","188","186","249","401","230","163","68","4"
"인천광역시 옹진군 대청면(2872034000)","1,205","1,205","32","50","163","115","127","170","276","158","99","14","1","706","706","17","31","115","78","89","112","149","67","42","6","0","499","499","15","19","48","37","38","58","127","91","57","8","1"
"인천광역시 옹진군 대청면소청출장소(2872034500)","231","231","4","0","47","13","8","26","59","52","19","3","0","147","147","1","0","42","9","8","17","38","25","7","0","0","84","84","3","0","5","4","0","9","21","27","12","3","0"
"인천광역시 옹진군 덕적면(2872035000)","1,923","1,923","25","60","124","71","123","315","572","385","201","43","4","1,062","1,062","13","35","75","45","82","192","335","200","79","6","0","861","861","12","25","49","26","41","123","237","185","122","37","4"
"인천광역시 옹진군 영흥면(2872036000)","6,498","6,498","203","397","478","540","746","1,209","1,622","873","365","63","2","3,601","3,601","95","223","298","357","452","665","880","458","156","16","1","2,897","2,897","108","174","180","183","294","544","742","415","209","47","1"
"인천광역시 옹진군 자월면(2872037000)","943","943","8","17","59","43","67","173","279","184","92","20","1","504","504","6","7","38","22","48","96","154","96","33","4","0","439","439","2","10","21","21","19","77","125","88","59","16","1"
"인천광역시 옹진군 자월면이작출장소(2872037500)","361","361","4","19","14","22","28","52","114","59","35","13","1","194","194","4","8","8","17","16","33","65","31","10","2","0","167","167","0","11","6","5","12","19","49","28","25","11","1"
"인천광역시 옹진군 연평면(2872038000)","1,993","1,993","63","69","448","226","232","296","402","151","84","22","0","1,270","1,270","28","43","348","170","160","183","227","72","32","7","0","723","723","35","26","100","56","72","113","175","79","52","15","0"
"광주광역시  (2900000000)","1,408,422","1,408,422","92,837","145,418","182,033","173,762","219,511","243,154","190,637","103,523","49,754","7,612","181","695,224","695,224","47,389","74,961","94,953","90,216","109,527","120,323","91,317","45,932","18,791","1,790","25","713,198","713,198","45,448","70,457","87,080","83,546","109,984","122,831","99,320","57,591","30,963","5,822","156"
"광주광역시 동구 (2911000000)","106,203","106,203","7,030","7,457","14,311","14,265","14,221","15,810","15,764","10,677","5,799","852","17","52,218","52,218","3,622","3,838","7,222","7,366","7,485","7,917","7,402","4,681","2,412","270","3","53,985","53,985","3,408","3,619","7,089","6,899","6,736","7,893","8,362","5,996","3,387","582","14"
"광주광역시 동구 충장동(2911052500)","5,534","5,534","72","135","1,771","991","505","616","682","504","222","36","0","2,701","2,701","38","70","643","503","298","376","374","280","104","15","0","2,833","2,833","34","65","1,128","488","207","240","308","224","118","21","0"
"광주광역시 동구 동명동(2911054500)","3,480","3,480","56","166","756","435","341","478","471","453","279","44","1","1,791","1,791","24","88","402","250","207","254","234","189","126","17","0","1,689","1,689","32","78","354","185","134","224","237","264","153","27","1"
"광주광역시 동구 계림1동(2911056000)","9,995","9,995","854","531","1,118","1,759","1,373","1,501","1,491","893","417","55","3","5,249","5,249","443","276","572","952","783","835","789","407","182","10","0","4,746","4,746","411","255","546","807","590","666","702","486","235","45","3"
"광주광역시 동구 계림2동(2911057000)","13,380","13,380","1,676","1,124","1,222","2,302","2,199","1,727","1,464","993","589","82","2","6,473","6,473","874","588","606","1,133","1,119","824","664","397","240","28","0","6,907","6,907","802","536","616","1,169","1,080","903","800","596","349","54","2"
"광주광역시 동구 산수1동(2911059000)","7,802","7,802","380","615","918","919","1,048","1,322","1,212","841","467","77","3","3,901","3,901","205","299","517","486","565","664","596","376","168","25","0","3,901","3,901","175","316","401","433","483","658","616","465","299","52","3"
"광주광역시 동구 산수2동(2911060000)","9,549","9,549","493","670","971","994","1,217","1,548","1,720","1,195","658","83","0","4,623","4,623","260","353","479","518","646","759","779","502","292","35","0","4,926","4,926","233","317","492","476","571","789","941","693","366","48","0"
"광주광역시 동구 지산1동(2911062000)","3,989","3,989","100","301","913","363","466","558","569","421","263","34","1","2,052","2,052","56","164","511","206","256","290","281","171","109","8","0","1,937","1,937","44","137","402","157","210","268","288","250","154","26","1"
"광주광역시 동구 지산2동(2911063000)","4,139","4,139","127","309","779","359","442","702","623","444","319","34","1","2,128","2,128","67","170","451","200","232","372","293","190","145","8","0","2,011","2,011","60","139","328","159","210","330","330","254","174","26","1"
"광주광역시 동구 서남동(2911065500)","3,222","3,222","45","112","1,128","408","273","380","398","284","161","32","1","1,672","1,672","18","40","560","258","161","222","211","126","63","12","1","1,550","1,550","27","72","568","150","112","158","187","158","98","20","0"
"광주광역시 동구 학동(2911068500)","7,136","7,136","533","549","890","876","1,017","1,044","1,018","748","420","41","0","3,410","3,410","270","282","428","445","520","518","453","311","171","12","0","3,726","3,726","263","267","462","431","497","526","565","437","249","29","0"
"광주광역시 동구 학운동(2911071000)","10,689","10,689","412","802","1,092","888","1,208","1,613","1,987","1,580","951","153","3","4,994","4,994","204","431","577","463","563","768","871","674","385","57","1","5,695","5,695","208","371","515","425","645","845","1,116","906","566","96","2"
"광주광역시 동구 지원1동(2911073000)","8,983","8,983","583","743","955","1,126","1,206","1,443","1,461","960","432","73","1","4,364","4,364","318","378","504","550","638","684","651","439","183","19","0","4,619","4,619","265","365","451","576","568","759","810","521","249","54","1"
"광주광역시 동구 지원2동(2911074000)","18,305","18,305","1,699","1,400","1,798","2,845","2,926","2,878","2,668","1,361","621","108","1","8,860","8,860","845","699","972","1,402","1,497","1,351","1,206","619","244","24","1","9,445","9,445","854","701","826","1,443","1,429","1,527","1,462","742","377","84","0"
"광주광역시 서구 (2914000000)","279,050","279,050","15,941","27,210","38,407","33,484","42,016","50,018","39,071","21,273","10,021","1,573","36","136,429","136,429","8,181","14,314","19,632","17,456","20,560","24,303","18,371","9,401","3,825","384","2","142,621","142,621","7,760","12,896","18,775","16,028","21,456","25,715","20,700","11,872","6,196","1,189","34"
"광주광역시 서구 양동(2914057500)","2,842","2,842","57","101","211","236","271","431","610","542","328","54","1","1,387","1,387","41","56","111","139","155","236","290","222","125","12","0","1,455","1,455","16","45","100","97","116","195","320","320","203","42","1"
"광주광역시 서구 양3동(2914059000)","4,127","4,127","234","334","335","403","620","641","718","565","245","31","1","2,008","2,008","123","189","177","211","333","334","312","225","94","9","1","2,119","2,119","111","145","158","192","287","307","406","340","151","22","0"
"광주광역시 서구 농성1동(2914065000)","11,581","11,581","583","631","1,635","1,729","1,520","1,914","1,615","1,217","645","91","1","5,678","5,678","302","336","734","914","795","998","785","528","265","21","0","5,903","5,903","281","295","901","815","725","916","830","689","380","70","1"
"광주광역시 서구 농성2동(2914066000)","4,388","4,388","82","181","665","536","519","760","816","493","301","35","0","2,282","2,282","37","101","341","302","300","428","404","229","132","8","0","2,106","2,106","45","80","324","234","219","332","412","264","169","27","0"
"광주광역시 서구 광천동(2914073000)","5,397","5,397","419","437","611","774","842","972","744","405","167","26","0","2,714","2,714","211","233","313","393","443","504","351","186","74","6","0","2,683","2,683","208","204","298","381","399","468","393","219","93","20","0"
"광주광역시 서구 유덕동(2914074000)","10,182","10,182","563","1,044","1,396","1,264","1,641","1,992","1,217","648","368","49","0","5,226","5,226","316","545","755","723","863","1,031","610","252","126","5","0","4,956","4,956","247","499","641","541","778","961","607","396","242","44","0"
"광주광역시 서구 치평동(2914074500)","29,060","29,060","1,568","2,608","4,765","4,300","4,196","5,291","3,647","1,616","905","163","1","13,767","13,767","740","1,328","2,297","2,163","1,966","2,408","1,777","706","332","49","1","15,293","15,293","828","1,280","2,468","2,137","2,230","2,883","1,870","910","573","114","0"
"광주광역시 서구 상무1동(2914075100)","23,884","23,884","1,197","2,090","4,199","3,377","3,578","4,120","3,005","1,593","624","99","2","12,054","12,054","608","995","2,092","1,946","1,852","2,080","1,441","745","269","26","0","11,830","11,830","589","1,095","2,107","1,431","1,726","2,040","1,564","848","355","73","2"
"광주광역시 서구 상무2동(2914075200)","22,263","22,263","736","1,388","3,758","2,843","2,680","3,605","3,710","2,265","1,107","165","6","10,842","10,842","365","741","1,823","1,549","1,418","1,785","1,762","976","382","41","0","11,421","11,421","371","647","1,935","1,294","1,262","1,820","1,948","1,289","725","124","6"
"광주광역시 서구 화정1동(2914076000)","15,421","15,421","618","984","2,642","2,397","2,114","2,394","2,059","1,329","745","136","3","7,402","7,402","308","525","1,217","1,251","1,092","1,184","930","552","299","44","0","8,019","8,019","310","459","1,425","1,146","1,022","1,210","1,129","777","446","92","3"
"광주광역시 서구 화정2동(2914077000)","19,479","19,479","1,823","2,614","1,759","2,180","3,845","2,725","2,492","1,426","542","73","0","9,732","9,732","981","1,553","942","1,058","1,883","1,308","1,109","671","217","10","0","9,747","9,747","842","1,061","817","1,122","1,962","1,417","1,383","755","325","63","0"
"광주광역시 서구 화정3동(2914078000)","8,917","8,917","348","787","1,139","862","1,126","1,513","1,627","980","455","76","4","4,343","4,343","192","439","609","475","552","724","710","438","182","22","0","4,574","4,574","156","348","530","387","574","789","917","542","273","54","4"
"광주광역시 서구 화정4동(2914079000)","19,294","19,294","1,551","1,858","2,124","2,449","2,870","2,923","3,199","1,623","601","95","1","9,266","9,266","808","979","1,135","1,248","1,397","1,297","1,372","780","229","21","0","10,028","10,028","743","879","989","1,201","1,473","1,626","1,827","843","372","74","1"
"광주광역시 서구 서창동(2914080000)","7,056","7,056","550","600","703","827","932","1,411","1,135","551","289","55","3","3,632","3,632","275","302","405","414","484","734","628","279","102","9","0","3,424","3,424","275","298","298","413","448","677","507","272","187","46","3"
"광주광역시 서구 금호1동(2914082100)","19,115","19,115","853","1,831","2,343","1,870","2,466","3,713","3,457","1,692","759","129","2","9,045","9,045","451","958","1,280","941","1,121","1,671","1,614","747","246","16","0","10,070","10,070","402","873","1,063","929","1,345","2,042","1,843","945","513","113","2"
"광주광역시 서구 금호2동(2914082400)","26,655","26,655","1,814","3,454","3,602","2,707","4,415","5,592","3,000","1,404","577","86","4","13,017","13,017","936","1,775","1,926","1,361","1,999","2,679","1,478","619","219","25","0","13,638","13,638","878","1,679","1,676","1,346","2,416","2,913","1,522","785","358","61","4"
"광주광역시 서구 풍암동(2914083000)","34,144","34,144","1,971","4,061","4,758","3,394","5,663","7,134","4,039","1,956","1,015","149","4","16,822","16,822","1,006","2,132","2,529","1,729","2,679","3,518","1,935","848","402","44","0","17,322","17,322","965","1,929","2,229","1,665","2,984","3,616","2,104","1,108","613","105","4"
"광주광역시 서구 동천동(2914084000)","15,245","15,245","974","2,207","1,762","1,336","2,718","2,887","1,981","968","348","61","3","7,212","7,212","481","1,127","946","639","1,228","1,384","863","398","130","16","0","8,033","8,033","493","1,080","816","697","1,490","1,503","1,118","570","218","45","3"
"광주광역시 남구 (2915500000)","207,597","207,597","13,509","22,599","23,033","22,853","32,521","32,782","30,389","19,257","9,231","1,380","43","99,247","99,247","6,881","11,221","11,760","11,465","15,947","15,806","13,781","8,406","3,637","332","11","108,350","108,350","6,628","11,378","11,273","11,388","16,574","16,976","16,608","10,851","5,594","1,048","32"
"광주광역시 남구 양림동(2915551000)","6,434","6,434","259","656","733","498","844","1,082","985","860","446","70","1","2,908","2,908","117","294","381","237","390","521","401","352","187","28","0","3,526","3,526","142","362","352","261","454","561","584","508","259","42","1"
"광주광역시 남구 방림1동(2915552000)","6,573","6,573","416","688","649","742","1,039","1,034","931","704","337","32","1","3,126","3,126","210","345","315","382","504","519","425","288","125","13","0","3,447","3,447","206","343","334","360","535","515","506","416","212","19","1"
"광주광역시 남구 방림2동(2915553000)","9,092","9,092","490","743","1,014","970","1,167","1,454","1,470","1,132","546","103","3","4,276","4,276","249","359","521","521","565","693","661","466","213","28","0","4,816","4,816","241","384","493","449","602","761","809","666","333","75","3"
"광주광역시 남구 봉선1동(2915553700)","13,068","13,068","650","1,335","1,593","1,421","1,955","2,122","1,991","1,199","690","107","5","6,067","6,067","335","696","784","709","952","1,006","846","470","243","22","4","7,001","7,001","315","639","809","712","1,003","1,116","1,145","729","447","85","1"
"광주광역시 남구 봉선2동(2915553800)","27,596","27,596","2,250","4,986","2,646","2,156","5,455","4,394","3,101","1,663","814","128","3","12,779","12,779","1,131","2,461","1,384","949","2,382","2,058","1,337","743","299","35","0","14,817","14,817","1,119","2,525","1,262","1,207","3,073","2,336","1,764","920","515","93","3"
"광주광역시 남구 사직동(2915554500)","4,541","4,541","183","233","477","490","585","726","822","603","381","40","1","2,372","2,372","90","128","255","262","349","412","442","262","160","12","0","2,169","2,169","93","105","222","228","236","314","380","341","221","28","1"
"광주광역시 남구 월산동(2915560500)","8,451","8,451","586","503","778","1,142","1,181","1,270","1,321","1,039","544","87","0","4,214","4,214","293","273","414","579","683","667","645","408","233","19","0","4,237","4,237","293","230","364","563","498","603","676","631","311","68","0"
"광주광역시 남구 월산4동(2915563000)","7,853","7,853","207","481","928","928","982","1,270","1,497","1,027","458","72","3","4,031","4,031","107","257","493","530","580","694","705","459","188","18","0","3,822","3,822","100","224","435","398","402","576","792","568","270","54","3"
"광주광역시 남구 월산5동(2915564000)","5,701","5,701","133","280","687","585","667","944","1,196","795","372","41","1","2,826","2,826","65","144","366","324","399","491","547","343","140","7","0","2,875","2,875","68","136","321","261","268","453","649","452","232","34","1"
"광주광역시 남구 백운1동(2915567000)","11,416","11,416","591","1,092","1,253","1,081","1,694","1,776","1,942","1,258","629","100","0","5,337","5,337","320","540","650","541","812","821","832","535","256","30","0","6,079","6,079","271","552","603","540","882","955","1,110","723","373","70","0"
"광주광역시 남구 백운2동(2915568000)","6,694","6,694","404","425","1,000","954","909","1,003","992","635","332","39","1","3,359","3,359","213","214","482","504","506","510","481","292","150","7","0","3,335","3,335","191","211","518","450","403","493","511","343","182","32","1"
"광주광역시 남구 주월1동(2915569000)","20,699","20,699","1,284","2,130","2,520","2,331","3,175","3,592","3,087","1,780","703","95","2","9,986","9,986","660","1,123","1,277","1,165","1,579","1,686","1,403","796","282","14","1","10,713","10,713","624","1,007","1,243","1,166","1,596","1,906","1,684","984","421","81","1"
"광주광역시 남구 주월2동(2915570000)","7,318","7,318","289","496","726","732","953","1,218","1,448","979","422","52","3","3,620","3,620","141","256","408","404","502","588","662","469","174","15","1","3,698","3,698","148","240","318","328","451","630","786","510","248","37","2"
"광주광역시 남구 진월동(2915570500)","27,830","27,830","1,517","3,784","3,630","2,554","4,319","4,739","3,783","2,252","1,099","149","4","12,897","12,897","744","1,707","1,876","1,235","1,955","2,163","1,734","981","466","34","2","14,933","14,933","773","2,077","1,754","1,319","2,364","2,576","2,049","1,271","633","115","2"
"광주광역시 남구 효덕동(2915571000)","15,088","15,088","1,031","1,675","1,773","1,865","2,470","2,165","2,120","1,389","519","74","7","7,152","7,152","540","838","834","931","1,181","1,035","929","639","206","18","1","7,936","7,936","491","837","939","934","1,289","1,130","1,191","750","313","56","6"
"광주광역시 남구 송암동(2915572000)","20,991","20,991","2,556","2,487","2,062","3,282","4,009","2,818","2,273","1,034","386","79","5","10,235","10,235","1,337","1,297","1,007","1,615","2,005","1,318","1,024","479","142","11","0","10,756","10,756","1,219","1,190","1,055","1,667","2,004","1,500","1,249","555","244","68","5"
"광주광역시 남구 대촌동(2915573000)","8,252","8,252","663","605","564","1,122","1,117","1,175","1,430","908","553","112","3","4,062","4,062","329","289","313","577","603","624","707","424","173","21","2","4,190","4,190","334","316","251","545","514","551","723","484","380","91","1"
"광주광역시 북구 (2917000000)","423,961","423,961","27,542","39,972","53,157","54,118","63,244","72,552","62,132","33,354","15,493","2,345","52","209,598","209,598","14,043","20,825","27,981","28,193","32,086","35,733","29,434","14,916","5,841","542","4","214,363","214,363","13,499","19,147","25,176","25,925","31,158","36,819","32,698","18,438","9,652","1,803","48"
"광주광역시 북구 중흥1동(2917051000)","4,391","4,391","177","137","718","858","558","590","660","451","212","30","0","2,277","2,277","86","69","317","454","337","353","339","227","84","11","0","2,114","2,114","91","68","401","404","221","237","321","224","128","19","0"
"광주광역시 북구 중흥동(2917053500)","15,086","15,086","1,024","1,050","2,513","2,310","2,167","2,148","1,755","1,327","691","100","1","7,789","7,789","516","551","1,294","1,276","1,227","1,153","869","584","285","34","0","7,297","7,297","508","499","1,219","1,034","940","995","886","743","406","66","1"
"광주광역시 북구 중앙동(2917055500)","3,679","3,679","239","173","521","580","534","578","543","334","157","17","3","1,934","1,934","130","94","238","313","313","327","283","167","66","3","0","1,745","1,745","109","79","283","267","221","251","260","167","91","14","3"
"광주광역시 북구 임동(2917057000)","13,853","13,853","1,260","862","1,557","2,848","2,037","1,922","1,706","1,121","479","60","1","6,782","6,782","650","432","732","1,457","1,088","920","772","511","209","11","0","7,071","7,071","610","430","825","1,391","949","1,002","934","610","270","49","1"
"광주광역시 북구 신안동(2917058000)","11,998","11,998","467","557","1,883","1,988","1,507","1,935","1,860","1,130","602","67","2","6,268","6,268","243","281","941","1,123","904","1,032","970","515","246","13","0","5,730","5,730","224","276","942","865","603","903","890","615","356","54","2"
"광주광역시 북구 용봉동(2917059000)","36,604","36,604","1,917","3,268","6,557","4,397","4,809","6,389","5,274","2,653","1,176","160","4","18,237","18,237","994","1,671","3,490","2,409","2,428","3,053","2,476","1,202","467","47","0","18,367","18,367","923","1,597","3,067","1,988","2,381","3,336","2,798","1,451","709","113","4"
"광주광역시 북구 운암1동(2917060100)","18,265","18,265","1,289","2,161","2,059","1,875","2,865","2,996","2,781","1,596","556","86","1","8,793","8,793","657","1,107","1,065","925","1,331","1,398","1,280","751","258","21","0","9,472","9,472","632","1,054","994","950","1,534","1,598","1,501","845","298","65","1"
"광주광역시 북구 운암2동(2917060200)","10,941","10,941","352","811","1,247","1,166","1,390","1,827","2,096","1,325","652","71","4","5,489","5,489","168","388","669","628","752","977","998","616","272","21","0","5,452","5,452","184","423","578","538","638","850","1,098","709","380","50","4"
"광주광역시 북구 운암3동(2917060300)","13,116","13,116","853","1,333","1,525","1,547","1,852","2,185","2,265","1,046","423","86","1","6,281","6,281","422","692","855","798","881","968","1,018","477","152","18","0","6,835","6,835","431","641","670","749","971","1,217","1,247","569","271","68","1"
"광주광역시 북구 동림동(2917061500)","22,395","22,395","1,615","2,100","2,408","3,130","3,536","3,938","3,270","1,662","641","91","4","10,954","10,954","827","1,157","1,298","1,565","1,793","1,852","1,465","727","248","21","1","11,441","11,441","788","943","1,110","1,565","1,743","2,086","1,805","935","393","70","3"
"광주광역시 북구 우산동(2917062000)","15,646","15,646","1,249","1,297","1,457","2,070","2,395","2,221","2,396","1,693","747","120","1","7,625","7,625","639","672","755","1,036","1,257","1,150","1,103","703","290","19","1","8,021","8,021","610","625","702","1,034","1,138","1,071","1,293","990","457","101","0"
"광주광역시 북구 풍향동(2917063500)","5,138","5,138","368","469","562","590","834","853","723","467","239","32","1","2,563","2,563","189","237","294","303","446","438","350","211","87","8","0","2,575","2,575","179","232","268","287","388","415","373","256","152","24","1"
"광주광역시 북구 문화동(2917065000)","22,902","22,902","1,846","1,720","2,383","3,493","3,280","3,630","3,551","1,978","863","155","3","11,189","11,189","935","883","1,238","1,786","1,689","1,755","1,680","863","326","34","0","11,713","11,713","911","837","1,145","1,707","1,591","1,875","1,871","1,115","537","121","3"
"광주광역시 북구 문흥1동(2917065600)","15,197","15,197","789","1,619","1,896","1,501","2,070","2,768","2,654","1,253","567","78","2","7,322","7,322","362","807","1,007","815","967","1,300","1,256","567","221","20","0","7,875","7,875","427","812","889","686","1,103","1,468","1,398","686","346","58","2"
"광주광역시 북구 문흥2동(2917065700)","14,412","14,412","658","1,218","2,160","1,640","1,911","2,379","2,350","1,265","725","105","1","6,791","6,791","349","628","1,085","894","941","1,117","982","512","253","29","1","7,621","7,621","309","590","1,075","746","970","1,262","1,368","753","472","76","0"
"광주광역시 북구 두암1동(2917066100)","6,992","6,992","184","458","884","673","756","1,251","1,305","977","447","55","2","3,477","3,477","96","241","455","386","408","646","607","421","192","25","0","3,515","3,515","88","217","429","287","348","605","698","556","255","30","2"
"광주광역시 북구 두암2동(2917066200)","14,525","14,525","497","1,073","1,665","1,462","1,814","2,629","2,828","1,717","732","107","1","7,111","7,111","246","549","880","790","960","1,309","1,284","777","293","23","0","7,414","7,414","251","524","785","672","854","1,320","1,544","940","439","84","1"
"광주광역시 북구 두암3동(2917066300)","12,038","12,038","270","632","1,144","1,003","1,196","2,131","2,851","1,710","950","150","1","5,741","5,741","150","328","603","530","650","1,068","1,372","718","286","36","0","6,297","6,297","120","304","541","473","546","1,063","1,479","992","664","114","1"
"광주광역시 북구 삼각동(2917066600)","13,053","13,053","701","1,411","1,749","1,500","1,991","2,622","1,847","834","341","57","0","6,745","6,745","367","809","1,001","832","949","1,319","958","370","129","11","0","6,308","6,308","334","602","748","668","1,042","1,303","889","464","212","46","0"
"광주광역시 북구 일곡동(2917066900)","27,691","27,691","1,628","3,808","3,916","2,821","4,272","5,834","3,296","1,247","750","117","2","13,470","13,470","830","2,055","2,149","1,376","1,868","2,784","1,597","527","254","30","0","14,221","14,221","798","1,753","1,767","1,445","2,404","3,050","1,699","720","496","87","2"
"광주광역시 북구 매곡동(2917067300)","12,979","12,979","830","1,444","1,603","1,478","1,895","2,391","1,921","875","450","90","2","6,295","6,295","445","771","871","743","901","1,080","890","401","176","16","1","6,684","6,684","385","673","732","735","994","1,311","1,031","474","274","74","1"
"광주광역시 북구 오치1동(2917067600)","10,022","10,022","344","846","1,324","1,131","1,312","1,946","1,755","924","380","60","0","5,076","5,076","166","441","701","622","699","1,003","860","441","129","14","0","4,946","4,946","178","405","623","509","613","943","895","483","251","46","0"
"광주광역시 북구 오치2동(2917067700)","11,290","11,290","366","638","1,337","1,315","1,317","1,957","2,388","1,220","642","106","4","5,497","5,497","181","339","689","723","724","940","1,119","559","205","18","0","5,793","5,793","185","299","648","592","593","1,017","1,269","661","437","88","4"
"광주광역시 북구 석곡동(2917068500)","2,235","2,235","45","105","149","159","164","371","590","374","241","36","1","1,149","1,149","22","52","94","85","95","203","324","181","84","9","0","1,086","1,086","23","53","55","74","69","168","266","193","157","27","1"
"광주광역시 북구 건국동(2917069500)","22,550","22,550","2,269","2,698","2,423","3,116","4,024","3,804","2,470","1,130","525","88","3","11,360","11,360","1,168","1,404","1,276","1,573","2,003","1,955","1,247","545","176","13","0","11,190","11,190","1,101","1,294","1,147","1,543","2,021","1,849","1,223","585","349","75","3"
"광주광역시 북구 양산동(2917069600)","35,126","35,126","2,747","3,703","4,232","4,743","5,992","6,184","4,409","2,010","950","150","6","17,597","17,597","1,405","1,896","2,244","2,436","3,137","3,105","2,135","885","325","29","0","17,529","17,529","1,342","1,807","1,988","2,307","2,855","3,079","2,274","1,125","625","121","6"
"광주광역시 북구 신용동(2917069700)","31,837","31,837","3,558","4,381","3,285","4,724","6,766","5,073","2,588","1,035","355","71","1","15,786","15,786","1,800","2,271","1,740","2,315","3,338","2,528","1,200","458","128","8","0","16,051","16,051","1,758","2,110","1,545","2,409","3,428","2,545","1,388","577","227","63","1"
"광주광역시 광산구 (2920000000)","391,611","391,611","28,815","48,180","53,125","49,042","67,509","71,992","43,281","18,962","9,210","1,462","33","197,732","197,732","14,662","24,763","28,358","25,736","33,449","36,564","22,329","8,528","3,076","262","5","193,879","193,879","14,153","23,417","24,767","23,306","34,060","35,428","20,952","10,434","6,134","1,200","28"
"광주광역시 광산구 송정1동(2920051500)","10,067","10,067","451","913","1,458","999","1,435","1,907","1,501","924","422","57","0","5,131","5,131","240","486","836","546","738","990","747","372","164","12","0","4,936","4,936","211","427","622","453","697","917","754","552","258","45","0"
"광주광역시 광산구 송정2동(2920052500)","6,027","6,027","283","291","828","851","701","1,009","887","755","373","48","1","3,010","3,010","143","156","433","448","399","524","424","332","142","8","1","3,017","3,017","140","135","395","403","302","485","463","423","231","40","0"
"광주광역시 광산구 도산동(2920054000)","14,273","14,273","1,037","1,363","1,819","1,794","2,214","2,650","1,798","1,055","489","54","0","7,247","7,247","539","717","1,022","954","1,156","1,355","864","456","175","9","0","7,026","7,026","498","646","797","840","1,058","1,295","934","599","314","45","0"
"광주광역시 광산구 신흥동(2920055000)","4,154","4,154","208","336","490","430","547","732","697","456","220","35","3","2,063","2,063","107","174","270","224","275","370","341","202","93","6","1","2,091","2,091","101","162","220","206","272","362","356","254","127","29","2"
"광주광역시 광산구 어룡동(2920056500)","33,494","33,494","3,138","3,894","3,710","4,697","6,295","5,413","3,820","1,687","716","120","4","17,220","17,220","1,621","1,994","2,038","2,430","3,367","2,809","1,892","808","244","16","1","16,274","16,274","1,517","1,900","1,672","2,267","2,928","2,604","1,928","879","472","104","3"
"광주광역시 광산구 우산동(2920058000)","28,396","28,396","2,140","2,011","3,381","4,610","4,083","5,032","4,223","1,811","925","174","6","14,452","14,452","1,089","1,045","1,812","2,465","2,197","2,499","2,226","839","256","23","1","13,944","13,944","1,051","966","1,569","2,145","1,886","2,533","1,997","972","669","151","5"
"광주광역시 광산구 월곡1동(2920060000)","9,570","9,570","463","848","1,308","1,129","1,159","1,964","1,681","674","287","56","1","4,844","4,844","240","451","712","627","572","949","840","343","96","14","0","4,726","4,726","223","397","596","502","587","1,015","841","331","191","42","1"
"광주광역시 광산구 월곡2동(2920061000)","14,473","14,473","741","1,584","1,931","1,569","2,145","3,043","2,124","892","402","40","2","7,269","7,269","378","804","1,032","824","1,056","1,534","1,049","438","143","11","0","7,204","7,204","363","780","899","745","1,089","1,509","1,075","454","259","29","2"
"광주광역시 광산구 비아동(2920062000)","7,199","7,199","488","754","790","679","1,239","1,517","996","450","235","51","0","3,770","3,770","250","400","431","356","671","840","541","202","71","8","0","3,429","3,429","238","354","359","323","568","677","455","248","164","43","0"
"광주광역시 광산구 첨단1동(2920062400)","27,829","27,829","1,852","3,062","4,374","4,079","3,886","5,541","3,505","953","495","80","2","13,865","13,865","934","1,552","2,336","2,177","1,806","2,542","1,876","447","182","13","0","13,964","13,964","918","1,510","2,038","1,902","2,080","2,999","1,629","506","313","67","2"
