program_id,category_code,category,title,status,description,gender,lifecycle,region,intro,period,content,target,scale,apply_period,apply_method,contact,updated_date,source_url,relevance_domains,relevance_keywords
A2026010200300200401000263,OHH020101,정서,"[행복 동행 사업] 템플스테이 ""마음을 읽는 시간""",접수중,심리적 안정과 건강한 생활습관 회복,전체,전체,강화군,심리적 안정과 건강한 생활습관 회복,2026.9.5.~2026.9.6.(1박2일),템플스테이 체험(1박2일)을 통해 심리적 안정과 공동체 활동을 통해 사회적 관계망 강화,강화군 관내거주 1인가구,,2026-08-10 ~ 2026-08-14,강화군가족센터 홈페이지 신청,강화군가족센터 / 032-933-0980,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026010200300200401000263,고립·관계망,사회적 관계망
A2026022600300200400200344,OHH020101,정서,‘든든보따리’ 나눔사업,접수마감,중장년을 위한 1인가구 밑반찬 지원 및 안부확인 사업,전체,중장년,제물포구,중장년을 위한 1인가구 밑반찬 지원 및 안부확인 사업,2026. 2. ~ 2026. 11.,중장년 1인가구 밑반찬 지원 및 안부확인,인천시 만석동 거주 중장년 1인가구(만50세 이상 ~ 만65세 이하),,2026-02-23 ~ 2026-03-06,만석동행정복지센터 내방 및 유선신청,만석동 행정복지센터 찾아가는 보건복지팀/ 032-760-4951,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026022600300200400200344,돌봄·발굴,안부 | 반찬
A2026022300300200400600335,OHH020101,정서,"‘이웃하다, 마음을 잇다’ (웃음가득한 마을만들기)",접수중,"고립위험에 놓인 1인가구 대상으로 멘토링, 소모임 등 참여를 통해 사회적 관계를 회복하고 마을안에서 서로 돌보는 활동",전체,전체,남동구,"고립위험에 놓인 1인가구 대상으로 멘토링, 소모임 등 참여를 통해 사회적 관계를 회복하고 마을안에서 서로 돌보는 활동",2026. 1. 1. ~ 2026. 12. 31.,"● 이웃동반자활동(소그룹멘토링)
● 소모임 참여(보드게임/요리/건강운동/만들기모임 4가지 中 1개)
● 함께안녕이웃의날(나눔활동)
● 연합나들이",남동구(논현동) 거주 주민 중 사회적 고립을 느끼는 1인가구 주민(만65세이상/40세 이상 64세 이하 중장년),,2026-07-01 ~ 2026-08-31,복지관 전화접수,논현종합사회복지관 / 032-446-9339,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026022300300200400600335,고립·관계망,고립
A2026010200300200400100295,OHH020101,정서,“요리하며 모이고 즐거움을 나누는 모여락(樂)”,접수마감,중장년 1인 가구를 위한 사회적 관계망 지원사업,전체,중장년,영종구,중장년 1인 가구를 위한 사회적 관계망 지원사업,2026. 3. 1. ~ 2026. 11. 30.,"- 요리활동 및 식사(모임활동) 진행
- 심리치료 등 마음치유 활동 진행
- 청 만들기, 공예 등 만들기 활동 진행
- 애니어그램, 버크만 성격 검사 활동 진행
- 활동이 마무리 된 후 꾸준한 자조모임 활동 진행",영종도 거주 중장년 1인가구(만40세 이상 ~ 만65세 이하),,2026-02-02 ~ 2026-02-27,영종종합사회복지관 내방 및 전화 신청,영종종합사회복지관 사례관리팀 / 032-751-7511,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026010200300200400100295,고립·관계망,사회적 관계망
A2026022000300200400500302,OHH020101,정서,「마음잇기•회복동행」 중독예방 돌봄상담,접수중,고립된 중독 위기 1인가구의 '사회적 연결망'을 구축하여 고독사를 예방하고 건강한 일상 회복을 돕는 밀착형 사업,전체,전체,연수구,고립된 중독 위기 1인가구의 '사회적 연결망'을 구축하여 고독사를 예방하고 건강한 일상 회복을 돕는 밀착형 사업,2026. 3. 1. ~ 2026. 11. 30.,"(고립된 1인가구의 사회적 연결망 잇기)
1. 회복동행: 동료지원인과 함께하는 ‘마음나눔’ 방문 및 정서지지
2. 관계잇기: 명절, 기념일(단주기념일, 생일) 등 사회적 단절감을 느끼는 시기의 집중 케어
3. 치유성장: 회복활동지원(자조모임 참가비지원 등)","선학시영 아파트, 연수시영 1차 아파트, 연수주공 1단지 아파트 거주 1인 가구(중독고위험군)",,2026-03-01 ~ 2026-11-30,"- 본인 직접 신청할 경우: 연수구중독관리통합지원센터 전화 및 내소
- 기관담당자가 신청할 경우: 연수구중독관리통합지원센터 홈페이지 (참여공간>공지사항>대상자연계의뢰서 양식) 작성 후 공문 또는 의뢰서 발송",연수구중독관리통합지원센터 전화: 032-236-9477~8 / 팩스: 032.236.9479 / 이메일: ickosacc@hanmail.net,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026022000300200400500302,고립·관계망 | 돌봄·발굴,고립 | 고독 | 사회적 연결 | 고위험군 | 돌봄 | 통합지원
A2025032400300200400500243,OHH020101,정서,고독사 예방관리 사업,접수중,독거노인을 위한 건강음료 지원 및 정기적인 모니터링을 통한 고독사 예방,전체,노년,연수구,독거노인을 위한 건강음료 지원 및 정기적인 모니터링을 통한 고독사 예방,2026. 3. 1. ~ 2026. 12. 18.,"주 3회 건강음료 지원 및 안부확인
분기별 모니터링 및 실태조사","1순위 : 돌봄 체계를 이용하지 않는 저소득 독거노인
2순위 : 저소득 독거노인
3순위 : 사례관리자 상담을 통해 서비스가 필요하다고 판단되는 자",,2026-02-01 ~ 2026-10-30,세화종합사회복지관 내방 및 유선 신청,세화종합사회복지관 사례관리팀 / 032-813-2790~4,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2025032400300200400500243,고립·관계망 | 돌봄·발굴,고독 | 돌봄 | 독거 | 안부 | 사례관리
A2026040300300200400000374,OHH020101,정서,고위험군 1인가구 회복지원,접수중,심리·정서적으로 어려움을 겪는 1인가구를 발견하고 검사 및 전문상담을 통해 마음건강 및 심리회복을 돕고 있습니다.,전체,전체,인천광역시 전체,심리·정서적으로 어려움을 겪는 1인가구를 발견하고 검사 및 전문상담을 통해 마음건강 및 심리회복을 돕고 있습니다.,연중,"마음건강 선별검사, 심층상담 및 지속상담, 종합심리검사 전문심리상담",인천광역시 내 거주 1인가구,,2026-01-01 ~ 2026-12-31,,인천광역시자살예방센터 032)468-9917,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026040300300200400000374,고립·관계망,고위험군
A2026041700300200400400378,OHH020101,정서,골든라이프,접수중,중장년 은둔ㆍ고립 주민 관계망 강화 프로그램,전체,중장년,미추홀구,중장년 은둔ㆍ고립 주민 관계망 강화 프로그램,2026.04.22.~2026.11.25.,"미술교실, 원예힐링테라피, 웰다잉 특강, 요리교실, 자조모임, 외부활동, 나들이 등",미추홀구 거주 중장년 1인가구(만35세 이상 ~ 만64세 이하),선착순 20명 마감 시 모집 마감,2026-04-14 ~ 2026-11-25,내방 신청 및 전화 신청,숭의종합사회복지관 032)888-6222,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026041700300200400400378,고립·관계망,고립 | 은둔
A2026022000300200400800311,OHH020101,정서,공동체 및 사회적 관계망 형성 프로그램,접수중,고립도 및 고독사 위험도가 높은 1인 가구를 공동체 프로그램에 참여시켜 커뮤니티를 형성하고 고독사를 예방,전체,전체,계양구,고립도 및 고독사 위험도가 높은 1인 가구를 공동체 프로그램에 참여시켜 커뮤니티를 형성하고 고독사를 예방,2026. 3. 1. ~ 2026. 11. 30.,"가족센터, 종합사회복지관과 연계하여 사회적 고립도 및 고독사 위험도가 높은 1인 가구 10인 내외를 프로그램에 참여할 수 있도록 독려하여 사회적 관계망을 형성하고 고립도를 완화하여 고독사 예방을 목적으로 하는 사업",인천광역시 계양구 거주 1인 가구,,2026-02-01 ~ 2026-11-30,관할 동 행정복지센터 신청,인천광역시 계양구청 복지정책과 희망복지팀(032-450-6700),2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026022000300200400800311,고립·관계망,고립 | 고독 | 사회적 관계망 | 관계망 형성
A2026020300300200400400296,OHH020101,정서,관내 종합사회복지관과 함께 하는 [나눔터] 사업,접수중,"사회적 고립 위험(1인가구) 중장년(만40세~만64세)을 대상으로 관내 종합사회복지관(미추홀, 숭의, 인천)과 연계하여 사회적관계망 형성 프로그램 참여 등 1인가구의 생활력 향상, 공동체 형성을 위한 사업",전체,중장년,미추홀구,"사회적 고립 위험(1인가구) 중장년(만40세~만64세)을 대상으로 관내 종합사회복지관(미추홀, 숭의, 인천)과 연계하여 사회적관계망 형성 프로그램 참여 등 1인가구의 생활력 향상, 공동체 형성을 위한 사업",2026. 3. ~ 2026. 12.,"- 소규모 모임으로 구성되어 종합사회복지관에서 계획한 프로그램(요리, 정리수납 등 다양한 프로그램) 참여
- 프로그램(월 2~3회) 및 자조모임",미추홀구 거주 사회적 고립 위험(1인가구) 중장년 가구 (만40세~만64세),,2026-02-03 ~ 2026-12-01,관할 동 행정복지센터 및 구 복지정책과,미추홀구청 복지정책과 032-880-4717,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026020300300200400400296,고립·관계망,고립 | 사회적관계망 | 관계망 형성
A2026022300300200400600325,OHH020101,정서,구월4동 1인가구 지원사업 ‘이웃이음’,접수마감,구월4동 내 지역밀착형 안부확인 시스템을 통한 1인가구의 복지욕구 해소 및 이웃 간 관계망 형성을 통한 돌봄 공동체 조성 사업,전체,전체,남동구,구월4동 내 지역밀착형 안부확인 시스템을 통한 1인가구의 복지욕구 해소 및 이웃 간 관계망 형성을 통한 돌봄 공동체 조성 사업,2026. 2. 1. ~ 2026. 12. 31.,"월 3회 돌봄 및 안부확인, 연 6회 물품 지원, 연 1회 외부활동 지원",구월4동 내 돌봄 공백으로 안부확인이 필요한 1인가구,,2026-01-01 ~ 2026-01-31,구월4동 행정복지센터 추천,구월종합사회복지관 032-463-9900 (직통: 070-4942-5469),2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026022300300200400600325,고립·관계망 | 돌봄·발굴,관계망 형성 | 돌봄 | 안부
A2026022300300200400600326,OHH020101,정서,도림동 1인 가구 사회적 관계망 형성 사업 ‘도림이웃ON’,접수마감,신체 활동을 통한 사회적 관계망 형성 지원 사업,전체,노년,남동구,신체 활동을 통한 사회적 관계망 형성 지원 사업,2026. 3. 20. ~ 2026. 11. 30.,건강100세 운동교실 및 정서지원 활동 지원,도림동 거주 1인 가구(60~80대),,2026-03-01 ~ 2026-03-13,,구월종합사회복지관 032-463-9900 (직통: 070-4942-5467),2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026022300300200400600326,고립·관계망,사회적 관계망 | 관계망 형성
A2025032400300200400500244,OHH020101,정서,독거남성 자조모임 “행복남”,접수중,"- 지역 내 독거남성의 사회적 고립 문제 완화
- 상호 지지적 관계망 형성을 통한 공동체 의식 증진",남성,노년,연수구,"- 지역 내 독거남성의 사회적 고립 문제 완화
- 상호 지지적 관계망 형성을 통한 공동체 의식 증진",2026. 2. ~ 2026. 12.,"독거 남성 모임
- 문화체험, 취미·나눔 활동 등",연수구에 거주하는 60세 이상 독거 남성,,2026-02-01 ~ 2026-12-31,세화종합사회복지관 내방 및 유선 신청,세화종합사회복지관 지역조직팀 / 032-813-2790~4,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2025032400300200400500244,고립·관계망 | 돌봄·발굴,고립 | 관계망 형성 | 독거
A2026022000300200400700316,OHH020101,정서,독거어르신 관계망형성프로그램 [다복회],접수마감,독거어르신을 위한 사회적 안전망 및 관계 형성 프로그램,전체,노년,부평구,독거어르신을 위한 사회적 안전망 및 관계 형성 프로그램,2026. 3. 19. ~ 2026. 12. 3.,"문화 활동, 건강 활동, 어르신 생활교육, 인지 기능 향상 활동, 나들이","부평구 삼산동, 부개동 거주 독거 어르신(만65세 이상)",,2026-02-19 ~ 2026-03-18,삼산종합사회복지관 방문 혹은 유선 신청,삼산종합사회복지관 삼산1동팀 / 032-529-8607,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026022000300200400700316,고립·관계망 | 돌봄·발굴 | 안전·응급,관계 형성 | 독거 | 안전
A2026072000300200400600480,OHH020101,정서,만나면 좋은 친구,접수중,단지 내 소모임을 통한 고립가구 외로움 완화 및 정서적 안정,전체,전체,남동구,단지 내 소모임을 통한 고립가구 외로움 완화 및 정서적 안정,2026. 3. 28. ~ 2026. 11. 30.,취미활동을 함께하며 마음을 살펴는 활동,마음건강이 필요한 지역 주민,,2026-02-28 ~ 2026-09-15,전화 신청,만수종합사회복지관 / 032-463-8161,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026072000300200400600480,고립·관계망,고립 | 외로움
A2026010200300200400100293,OHH020101,정서,미가엘 이음터(찾아가는 복지 시범 특화사업),접수중,사회적 고립 위험이 있는 중장년층 1인가구의 관계 형성과 지역사회 연결을 지원하는 커뮤니티 기반 사업,전체,중장년,중구,사회적 고립 위험이 있는 중장년층 1인가구의 관계 형성과 지역사회 연결을 지원하는 커뮤니티 기반 사업,2026. 3. 1. ~ 2026. 12. 1.,"- 1인가구 대상 월 1~2회 소규모 모임 운영 (식사모임, 삼겹살 파티, 차 마시며 이야기 나누기 등)
- 지원단 1:1 또는 소그룹 매칭 후 함께 식사·산책·취미 활동 진행
- 여행, 영화 보기, 간단한 만들기 등 가볍게 참여 가능한 활동 중심 모임
- 지역 카페·공방 등 동네 공간을 활용한 만남 진행",인천 중구 원도심 거주 중장년 1인가구(만40세 이상 ~ 만65세 이하),,2026-01-01 ~ 2026-12-31,전화 및 방문 상담 후 참여,성.미가엘종합사회복지관 지역조직팀 / 032-766-0981,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026010200300200400100293,고립·관계망,고립 | 관계 형성
A2026022300300200400600331,OHH020101,정서,사이채움,접수마감,고립 위험이 있는 1인 가구 주민과 중학생 봉사자들이 함께 취미 프로그램을 진행하며 세대 교류 진행,전체,노년,남동구,고립 위험이 있는 1인 가구 주민과 중학생 봉사자들이 함께 취미 프로그램을 진행하며 세대 교류 진행,2026. 4. 3. ~ 2026. 11. 27.,노인 1인 가구 및 중학생 봉사자들이 함께 세대 교류 프로그램 진행,"1. 고립 위험이 있는 1인 가구 노인
2. 이웃 관계 형성을 희망하는 1인 가구 노인
3. 다른 세대와의 교류를 희망하는 1인 가구 노인",,2026-03-13 ~ 2026-03-27,"복지관 전화, 방문 상담",만수종합사회복지관 지역보호팀 / 032-463-8161,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026022300300200400600331,고립·관계망,고립 | 관계 형성
A2026022000300200400700321,OHH020101,정서,사잇길(사람과 마을을 잇는 길),접수중,"중장년 고립가구 사회적 관계망 지원사업
- 그룹집단활동 진행, 거점공간 연계와 위기 상황 대응(사례관리)",전체,중장년,부평구,"중장년 고립가구 사회적 관계망 지원사업
- 그룹집단활동 진행, 거점공간 연계와 위기 상황 대응(사례관리)",2026. 1. 2. ~ 2026. 12. 31.,"• 사회적 관계망 연계 / 강화를 위한 집단프로그램
• 중장년 고립가구를 찾고 지원하기 위한 아웃리치
• 중장년 고립가구가 쉽게 방문할 수 있는 거점공간 연계
• 위기 상황에 대응하기 위한 사례관리","• 부평구에 거주하거나 활동하는 40~60대 중장년 고립 가구(고독사 위험군)
• 가족과 관계 단절로 인해 사회적 연계가 필요한 주민
• 정서적 불안, 우울 등으로 지속해서 치료나 정서적 지원이 필요한 주민",,2026-01-02 ~ 2026-12-31,"갈산종합사회복지관 전화 문의, 방문 상담, 가정방문 상담",갈산종합사회복지관 서비스제공2팀 (032-515-8187),2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026022000300200400700321,고립·관계망 | 돌봄·발굴,고립 | 고독 | 사회적 관계망 | 사례관리
A2026022300300200400600332,OHH020101,정서,서창동 마을모임,접수마감,"1. 단지 내 소모임을 통한 사회적 관계망 형성
2. 고립가구 외로움 완화 및 정서적 안정",전체,중장년,남동구,"1. 단지 내 소모임을 통한 사회적 관계망 형성
2. 고립가구 외로움 완화 및 정서적 안정",2026. 3. 12. ~ 2026. 11. 30.,중장년 1인가구 동아리 구성 및 활동비 지원,"1. 고립 위험이 있는 1인 가구 주민
2. 이웃 관계 형성을 희망하는 서창LH1단지 내 주민
3. 마을모임에 참여하기 원하는 서창LH1단지 내 주민",,2026-02-19 ~ 2026-03-11,"전화 신청, 구글 폼 신청(QR코드)
https://forms.gle/XrEhfQJu6SSZastD7",만수종합사회복지관 지역조직팀 / 032-463-8161,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026022300300200400600332,고립·관계망,고립 | 외로움 | 사회적 관계망 | 관계 형성 | 관계망 형성
A2023121300300200400800062,OHH020101,정서,슬기로운 농장생활 시즌4,접수중,공유텃밭 농작활동 및 자조모임을 통한 사회적관계망 형성 지원,전체,전체,계양구,공유텃밭 농작활동 및 자조모임을 통한 사회적관계망 형성 지원,2026. 03. 28. ~ 2026. 11. 28.,"○ 장소 : 인천광역시 계양구 장제로 977번길 7(방축동) 1-4 남대문고씨 주말농장
○ 내용 :
-공유텃밭 운영을 통한 농작활동 및 수확의 경험 제공
-프로그램 지원 및 자조모임을 통한 자아성취 및 사회적 관계망 형성 지원",계양구 거주 1인가구 및 취약위기가구,,2026-03-03 ~ 2026-09-30,계양구가족센터 홈페이지 프로그램 신청,계양구가족센터(032-547-1017(내선207번),2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2023121300300200400800062,고립·관계망,사회적 관계망 | 사회적관계망 | 관계망 형성 | 위기가구
A2025032400300200400500239,OHH020101,정서,싱글(Single)벙글 프로젝트,접수중,지역에 외로움과 고립의 우려가 있는 중장년 남성의 사회적 관계망 형성 사업,남성,중장년,연수구,지역에 외로움과 고립의 우려가 있는 중장년 남성의 사회적 관계망 형성 사업,2026-03~ 2026-11,"중·장년 남성 공동체를 대상으로 개별 및 집단 상담, 정서지원프로그램, 지역사회 연계활동, 나들이 등 진행",연수구 내 외로움과 고립의 우려가 있는 중·장년층 남성 (만 40세 이상 ~ 65세 이하),,2026-01-01 ~ 2026-11-30,함박종합사회복지관 내방 및 유선 신청,함박종합사회복지관 / 032-724-9965,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2025032400300200400500239,고립·관계망,고립 | 외로움 | 사회적 관계망 | 관계망 형성
