facility_id,facility_name,district,legal_dong,address,phone,category_major,category_detail,facility_form,capacity_max_reported,current_occupancy_max_reported,staff_count_max_reported,latitude,longitude,designation_date,installation_date,status,source_as_of_date_latest,source_datasets,source_names,source_files,source_facility_codes,observation_count,source_count,entity_match_rule
fac_00856f901f76a23e,은혜재가복지센터,연수구,옥련동,인천광역시 연수구 한나루로197번길 34 2동202호 (옥련동),,노인복지,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관,,,9,,,2022-09-01,2022-09-01,,2026-06-10,nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610,nhis_long_term_care_facilities_20260610.xlsx,22818500293,2,1,exact_normalized_district_name_address
fac_0092632d06c8bc94,"""A(+)""수정방문간호센터",서구,가정동,"인천광역시 서구 청중로478번길 22, 4층 3호 (가정동)",032-563-1457,노인복지,방문간호,재가복지,,,,,,,,,2026-06-30,incheon_elderly,인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx,,1,1,exact_normalized_district_name_address
fac_0098eca63708efcc,고운재가요양센터,미추홀구,용현동,인천광역시 미추홀구 한나루로501번길 15 (용현동),032-865-0111,노인복지,방문목욕 | 방문요양 | 재가노인복지시설 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,44,37.45186298,126.6663221,2020-12-31,2020-12-31,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700501,5,3,exact_normalized_district_name_address
fac_00a4b4fcc7d0448d,강화군장애인복지관,강화군,,인천광역시 강화군 충렬사로 63,032-934-8464,장애인복지,장애인복지관,이용,,,,,,,,,2025-01-31,incheon_welfare,인천광역시_사회복지시설 현황_20250131,incheon_welfare_facilities_20250131.csv,,1,1,exact_normalized_district_name_address
fac_00a8d785f25901ce,청라백세마을,서구,청라동,인천광역시 서구 로봇랜드로249번길 14 (청라동),032-582-0245,노인복지,노인복지주택,주거복지,,,,,,,,,2026-06-30,incheon_elderly,인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx,,1,1,exact_normalized_district_name_address
fac_00af11266e8d242f,낙원요양원,서구,마전동,인천광역시 서구 완정로10번길 6-7 (마전동),032-562-3497,노인복지,노인요양시설 | 노인요양시설(개정법),의료복지 | 장기요양기관,90,,47,,,2009-04-03,2009-03-27,,2026-06-30,incheon_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | nhis_long_term_care_facilities_20260610.xlsx,12826000055,2,2,exact_normalized_district_name_address
fac_00bdbf3841ecbd72,에덴재가노인복지센터,동구,금곡동,인천광역시 동구 금창로 40(금곡동),032-773-4457,노인복지,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,장기요양기관 | 재가복지,,,38,,,2018-02-14,2018-02-14,,2026-06-30,incheon_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | nhis_long_term_care_facilities_20260610.xlsx,32814000080,4,2,exact_normalized_district_name_address
fac_00cc9e22f4299eb6,인천서부아동보호전문기관,서구,왕길동,"인천광역시 서구 완정로 153, 10층 1001호(왕길동, 이레메디칼센타)",032-563-1931,아동·돌봄,아동보호전문기관,이용,,,,,,,,,2025-01-31,incheon_welfare,인천광역시_사회복지시설 현황_20250131,incheon_welfare_facilities_20250131.csv,,1,1,exact_normalized_district_name_address
fac_00df8917846ec4f8,인천중구 구립해송노인요양원,중구,운북동,인천광역시 중구 백운로 494 (운북동),032-752-0661,노인복지,노인요양시설 | 노인요양시설(개정법),의료복지 | 장기요양기관,60,,39,,,2023-01-01,2023-01-01,,2026-06-30,incheon_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | nhis_long_term_care_facilities_20260610.xlsx,12811000176,2,2,exact_normalized_district_name_address
fac_00e640042f3ab64b,정다운노인장기요양센터 복지용구사업소,남동구,간석동,"인천광역시 남동구 경인로 596 (간석동,(1층))",032-425-0530,노인복지,복지용구 | 재가장기요양기관 복지용구,장기요양기관 | 재가복지,,,4,,,2009-05-14,2009-05-14,,2026-06-30,incheon_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | nhis_long_term_care_facilities_20260610.xlsx,32820000098,2,2,exact_normalized_district_name_address
fac_00e87f805a4c6842,효성사랑,계양구,효성1동,"인천광역시 계양구 안남로 573번길 16, 2층 (효성1동 99-11 뉴서울1차A상가)",032-551-3367,아동·돌봄,지역아동센터,이용,,,,,,,,,2025-01-31,incheon_welfare,인천광역시_사회복지시설 현황_20250131,incheon_welfare_facilities_20250131.csv,,1,1,exact_normalized_district_name_address
fac_00eab8655140ac0b,사랑해노인복지센터,남동구,간석동,인천광역시 남동구 주안로 231 (간석동),032-441-5330,노인복지,방문요양 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,9,,,2023-07-01,2023-07-01,,2026-06-30,incheon_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | nhis_long_term_care_facilities_20260610.xlsx,22820000893,2,2,exact_normalized_district_name_address
fac_00ebf29b1ff76036,노인요양원 행복의집II,미추홀구,용현동,"인천광역시 미추홀구 아암대로29번길 86, 4층 (용현동, 백제당빌딩)",032-887-0238,노인복지,노인의료복지시설,,9,,,37.45631794,126.6409036,2013-09-30,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_00ef31650a1ce8ca,대한노인회부평구지회부설 노인대학,부평구,,인천광역시 부평구 굴포로 114,032-503-1035,노인복지,노인대학(노인교실),이용,,,,,,,,,2025-01-31,incheon_welfare,인천광역시_사회복지시설 현황_20250131,incheon_welfare_facilities_20250131.csv,,1,1,exact_normalized_district_name_address
fac_010e9d603266f1b9,우리마을공동생활가정4,강화군,온수리,인천광역시 강화군 길상면 해란길 63(온수리),032-937-9036,장애인복지,공동생활가정,공동생활가정,4,,,,,,,,2026-02-28,incheon_disabled_residential,인천광역시_장애인거주시설현황_20260228,incheon_disabled_residential_facilities_20260228.csv,,1,1,exact_normalized_district_name_address
fac_011246be538de183,간석아가페요양원,남동구,간석동,"인천광역시 남동구 남동대로916번길 75, 2층 (간석동, 간석프라자)",032-425-7473,노인복지,노인요양시설 | 노인요양시설(개정법),의료복지 | 장기요양기관,25,,18,,,2023-06-01,2023-06-01,,2026-06-30,incheon_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | nhis_long_term_care_facilities_20260610.xlsx,12820000882,2,2,exact_normalized_district_name_address
fac_011e7671f2906678,예은재가복지센터,남동구,논현동,"인천광역시 남동구 청능대로 581 10층 (논현동, 광성프라자)",,노인복지,재가노인복지시설 방문요양,장기요양기관,,,8,,,2022-09-01,2022-09-01,,2026-06-10,nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610,nhis_long_term_care_facilities_20260610.xlsx,22820000836,1,1,exact_normalized_district_name_address
fac_01205e55d5672508,참사랑복지재가센터,남동구,간석동,인천광역시 남동구 남동대로916번길 75 3층 (간석동),,노인복지,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관,,,9,,,2025-06-01,2025-06-01,,2026-06-10,nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610,nhis_long_term_care_facilities_20260610.xlsx,22820000997,2,1,exact_normalized_district_name_address
fac_01353497af45c550,주선노인복지센터,서구,가좌동,"인천광역시 서구 건지로328번길 3-14, B2호 (가좌동)",032-2074-7380,노인복지,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,장기요양기관 | 재가복지,,,52,,,2017-04-10,2017-04-10,,2026-06-30,incheon_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | nhis_long_term_care_facilities_20260610.xlsx,32826000318,4,2,exact_normalized_district_name_address
fac_013bb33db606a9bb,동심원,연수구,동춘동,인천광역시 연수구 봉재산로 68(동춘동),032-818-4737,장애인복지,생활시설 / 영유아 | 장애인거주시설(법인),생활 | 생활시설,50,,,,,,,,2026-02-28,incheon_disabled_residential | incheon_welfare,인천광역시_사회복지시설 현황_20250131 | 인천광역시_장애인거주시설현황_20260228,incheon_disabled_residential_facilities_20260228.csv | incheon_welfare_facilities_20250131.csv,,2,2,exact_normalized_district_name_address
fac_014f1e922c215f28,무지개재가복지센터,계양구,계산동,"인천광역시 계양구 하느재로6번길 10, 101호 (계산동)",032-208-3577,노인복지,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,39,,,2024-02-01,2024-02-01,,2026-06-30,incheon_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | nhis_long_term_care_facilities_20260610.xlsx,22824500547,4,2,exact_normalized_district_name_address
fac_01685d41609cc63e,평안재가복지센터,미추홀구,관교동,"인천광역시 미추홀구 주승로 163-6, 102호 (관교동)",032-428-5553,노인복지,방문요양 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,5,,,2024-12-01,2024-12-01,,2026-06-30,incheon_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | nhis_long_term_care_facilities_20260610.xlsx,22817700680,2,2,exact_normalized_district_name_address
fac_0189794d08407450,서구장애인복지관주간보호센터,서구,,인천광역시 서구 드림로 284-8,032-569-1244,장애인복지,주간이용시설,이용,,,,,,,,,2025-01-31,incheon_welfare,인천광역시_사회복지시설 현황_20250131,incheon_welfare_facilities_20250131.csv,,1,1,exact_normalized_district_name_address
fac_01a4f9648e7b3739,참사랑요양원,남동구,간석동,"인천광역시 남동구 남동대로916번길 75, 3층 (간석동, 간석프라자)",032-427-6474,노인복지,노인요양시설 | 노인요양시설(개정법),의료복지 | 장기요양기관,25,,15,,,2022-01-01,2022-01-01,,2026-06-30,incheon_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | nhis_long_term_care_facilities_20260610.xlsx,12820000808,2,2,exact_normalized_district_name_address
fac_01c3cb7cee96aeff,기분좋은그룹홈3,미추홀구,관교동,"인천광역시 미추홀구 인하로 394번길18,201호(관교동)",032-818-2151,장애인복지,공동생활가정,공동생활가정,4,,,,,,,,2026-02-28,incheon_disabled_residential,인천광역시_장애인거주시설현황_20260228,incheon_disabled_residential_facilities_20260228.csv,,1,1,exact_normalized_district_name_address
fac_01fa4b0563407ea7,해솔요양센터,미추홀구,주안동,"인천광역시 미추홀구 인하로 296, 제지하층 제 127-2호 (주안동, 쌍용주안상가)",032-434-0806,노인복지,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,0,,,2025-09-01,2025-09-01,,2026-06-30,incheon_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | nhis_long_term_care_facilities_20260610.xlsx,22817700714,4,2,exact_normalized_district_name_address
fac_02150ce228819850,행복한 일터,미추홀구,,"인천광역시 미추홀구 석정로202번길 11-20, 2층",032-884-3927,장애인복지,장애인직업재활시설,이용,,,,,,,,,2025-01-31,incheon_welfare,인천광역시_사회복지시설 현황_20250131,incheon_welfare_facilities_20250131.csv,,1,1,exact_normalized_district_name_address
fac_02184da36994b0f0,중부주야간보호센터,중구,답동,인천광역시 중구 우현로 34 3층 (답동),,노인복지,재가장기요양기관 주야간보호,장기요양기관,65,,12,,,2019-11-01,2019-11-01,,2026-06-10,nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610,nhis_long_term_care_facilities_20260610.xlsx,32811000133,1,1,exact_normalized_district_name_address
fac_021df520f88722a6,기쁨두배 한마음주야간보호센터,연수구,옥련동,"인천광역시 연수구 독배로 33, 3층 (옥련동)",032-811-1172,노인복지,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양 | 재가장기요양기관 주야간보호 | 주야간보호,장기요양기관 | 재가복지,48,,45,,,2017-07-14,2017-07-14,,2026-06-30,incheon_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | nhis_long_term_care_facilities_20260610.xlsx,32818500163,6,2,exact_normalized_district_name_address
fac_023267cba5447570,사랑의 요양원,부평구,부평동,"인천광역시 부평구 부흥로 336 (부평동, 1층, 3-7층)",032-505-0034,노인복지,노인요양시설 | 노인요양시설(개정법) | 치매전담실가형1실,의료복지 | 장기요양기관,144,,90,,,2021-09-01,2021-09-01,,2026-06-30,incheon_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | nhis_long_term_care_facilities_20260610.xlsx,12823700684,3,2,exact_normalized_district_name_address
fac_02380fdee665f053,소나무재가복지센터,남동구,간석동,"인천광역시 남동구 남동대로898번길 66, 1층 (간석동)",032-422-8632,노인복지,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,3,,,2025-12-01,2025-12-01,,2026-06-30,incheon_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | nhis_long_term_care_facilities_20260610.xlsx,22820001038,4,2,exact_normalized_district_name_address
fac_025e75d72905d04d,평화요양원,남동구,간석동,"인천광역시 남동구 호구포로 915, 201호 (간석동, 호산빌딩)",032-438-3789,노인복지,노인요양공동생활가정,의료복지 | 장기요양기관,9,,6,,,2023-08-01,2023-08-01,,2026-06-30,incheon_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | nhis_long_term_care_facilities_20260610.xlsx,12820000898,2,2,exact_normalized_district_name_address
fac_02aa6497969a6d0c,영종재활주야간보호센터,중구,운서동,"인천광역시 중구 신도시남로141번길 5-8 4층 (운서동, 천지인프라자)",,노인복지,재가노인복지시설 주야간보호,장기요양기관,85,,15,,,2024-07-01,2024-06-10,,2026-06-10,nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610,nhis_long_term_care_facilities_20260610.xlsx,22811000199,1,1,exact_normalized_district_name_address
fac_02b44c3773e4909f,섬김복지센터,연수구,연수동,"인천광역시 연수구 청능대로 109 9층 (연수동, 탑피온)",,노인복지,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,장기요양기관,,,99,,,2016-03-16,2016-03-16,,2026-06-10,nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610,nhis_long_term_care_facilities_20260610.xlsx,32818500138,2,1,exact_normalized_district_name_address
fac_02b9b5878d55604f,한사랑케어노인재가장기요양기관,부평구,부평동,"인천광역시 부평구 부흥북로6번길 5 4층405호 (부평동, 센트럴아파트)",,노인복지,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,장기요양기관,,,168,,,2010-03-25,2010-03-25,,2026-06-10,nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610,nhis_long_term_care_facilities_20260610.xlsx,32823700211,2,1,exact_normalized_district_name_address
fac_02fbd23fbab4865b,센트럴힐링요양원,미추홀구,학익동,"인천광역시 미추홀구 한나루로 432, 4층 (학익동, 성원빌딩)",032-872-2279,노인복지,노인의료복지시설,,9,,,37.44570328,126.6666593,2020-01-01,,,2025-06-20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,,1,1,exact_normalized_district_name_address
fac_02fd6f1d78a061b4,장수노인복지센터,미추홀구,주안동,"인천광역시 미추홀구 주안로205번길 20, 3층 (주안동)",032-264-3355,노인복지,방문목욕 | 방문요양 | 복지용구 | 재가노인복지시설 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양 | 재가노인복지시설 복지용구,장기요양기관 | 재가복지,,,79,37.46440278,126.6929463,2024-03-01,2024-03-01,,2026-06-30,incheon_elderly | michuhol_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시 미추홀구_노인복지시설_20250620 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | michuhol_elderly_welfare_facilities.csv | nhis_long_term_care_facilities_20260610.xlsx,22817700653,7,3,exact_normalized_district_name_address
fac_0312c9e2a0d95729,브솔시내,미추홀구,도화동,인천광역시 미추홀구 동산로 4(도화동),032-515-0066,장애인복지,생활시설 / 중증 | 장애인거주시설(법인),생활 | 생활시설,40,,,,,,,,2026-02-28,incheon_disabled_residential | incheon_welfare,인천광역시_사회복지시설 현황_20250131 | 인천광역시_장애인거주시설현황_20260228,incheon_disabled_residential_facilities_20260228.csv | incheon_welfare_facilities_20250131.csv,,2,2,exact_normalized_district_name_address
fac_033e863efa56c5ac,두드림주간보호센터,연수구,,인천광역시 연수구 청능대로 109 7층,032-815-8878,노인복지,주야간보호,재가복지,,,,,,,,,2026-06-30,incheon_elderly,인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx,,1,1,exact_normalized_district_name_address
fac_038d138528163beb,그린페이퍼,서구,,"인천광역시 서구 보듬로 158, 검단지식산업센터블루텍 103~ 106호/ 319호~321호",032-566-8980,장애인복지,장애인직업재활시설,이용,,,,,,,,,2025-01-31,incheon_welfare,인천광역시_사회복지시설 현황_20250131,incheon_welfare_facilities_20250131.csv,,1,1,exact_normalized_district_name_address
fac_0398b857d3c3d894,다인재가복지센터,연수구,,"인천광역시 연수구 함박뫼로 12번길 1,201호",032-811-9930,노인복지,방문목욕 | 방문요양,재가복지,,,,,,,,,2026-06-30,incheon_elderly,인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx,,2,1,exact_normalized_district_name_address
fac_03994d9119f5f8ff,보라매보육원,동구,,인천광역시 동구 화도진로 126,032-772-4450,아동·돌봄,아동양육시설,생활,,,,,,,,,2025-01-31,incheon_welfare,인천광역시_사회복지시설 현황_20250131,incheon_welfare_facilities_20250131.csv,,1,1,exact_normalized_district_name_address
fac_039dd996725333f4,그룹홈안젤로1호,남동구,남촌동,"인천광역시 남동구 남촌동로16번길 15-12, 2층(남촌동)",032-256-0122,장애인복지,공동생활가정,공동생활가정,4,,,,,,,,2026-02-28,incheon_disabled_residential,인천광역시_장애인거주시설현황_20260228,incheon_disabled_residential_facilities_20260228.csv,,1,1,exact_normalized_district_name_address
fac_03ba82e930650a3a,정다운방문요양센터,남동구,남촌동,인천광역시 남동구 남촌로 96 105층 (남촌동),,노인복지,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,장기요양기관,,,201,,,2018-12-18,2018-12-18,,2026-06-10,nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610,nhis_long_term_care_facilities_20260610.xlsx,32820000578,2,1,exact_normalized_district_name_address
fac_03d883230fc6e7a1,해바라기재가복지센터,강화군,교동면,인천광역시 강화군 교동면 교동서로340번길 116-21 (교동면),,노인복지,재가노인복지시설 방문요양,장기요양기관,6,,7,,,2026-01-30,2026-02-04,,2026-06-10,nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610,nhis_long_term_care_facilities_20260610.xlsx,22871000179,1,1,exact_normalized_district_name_address
fac_03ee0e03eb44e74c,공감재가노인복지센터,계양구,효성동,"인천광역시 계양구 길마로 13 4층401호 (효성동, 삼성빌딩)",,노인복지,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관,,,25,,,2025-12-01,2025-12-01,,2026-06-10,nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610,nhis_long_term_care_facilities_20260610.xlsx,22824500600,2,1,exact_normalized_district_name_address
fac_03fddcd73a40cf52,계양데이케어센터,계양구,효성동,인천광역시 계양구 아나지로 191 6층 (효성동),,노인복지,재가장기요양기관 주야간보호,장기요양기관,31,,9,,,2015-08-03,2015-08-03,,2026-06-10,nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610,nhis_long_term_care_facilities_20260610.xlsx,32824500243,1,1,exact_normalized_district_name_address
fac_0400ade2e0bdf0a4,천사노인복지센터,서구,당하동,인천광역시 서구 고산후로95번길 28 503-1호 (당하동),032-568-1004,노인복지,방문목욕 | 방문요양,재가복지,,,,,,,,,2026-06-30,incheon_elderly,인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx,,2,1,exact_normalized_district_name_address
fac_0402ced70e9acfef,더봄방문요양센터,부평구,십정동,"인천광역시 부평구 배곶남로 13-1, 3층 (십정동)",032-425-2478,노인복지,방문요양 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,,,28,,,2025-04-01,2025-04-01,,2026-06-30,incheon_elderly | nhis_ltc,국민건강보험공단_장기요양기관 시설별 현황_20260610 | 인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx | nhis_long_term_care_facilities_20260610.xlsx,22823700784,2,2,exact_normalized_district_name_address
