program_id,category_code,category,title,status,description,gender,lifecycle,region,intro,period,content,target,scale,apply_period,apply_method,contact,updated_date,source_url
A2026022000300200400700313,OHH020101,정서,1인가구 중장년프로그램 [싱글벙글],접수중,1인가구 중장년 일상생활 역량 강화 및 사회적 관계망 형성을 위한 프로그램,전체,중장년,부평구,1인가구 중장년 일상생활 역량 강화 및 사회적 관계망 형성을 위한 프로그램,2026. 03. 11. ~ 2026. 07. 01. (상반기) / 2026. 08. 01. ~ 2026. 11. 18. (하반기),"중장년 1인 가구를 위한 일상생활교육, 건강교육, 요리활동, 힐링활동 등 모임활동","부평구 삼산동, 부개동 거주 및 생활권 중장년 1인 가구(만 40세 이상 ~ 만 65세 이하)",,2026-02-19 ~ 2026-11-18,전화 및 온라인(https://naver.me/FM9WPdUj) 신청,삼산종합사회복지관 부개3동팀 / 032-529-8607,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026022000300200400700313
A2026022000300200400700318,OHH020101,정서,1인가구 청·장년 활력증진 사회참여프로그램 ‘새알’,접수마감,중장년을 위한 1인가구 커뮤니티 지원 사업,전체,중장년,부평구,중장년을 위한 1인가구 커뮤니티 지원 사업,2026. 3. 13. ~ 2026. 6. 26. 매주 금요일 오후 3시,"집단활동, 정서활동, 신체활동, 나들이 등을 우울감 감소 및 사회적 지지체계 형성",부평구 거주 청·장년 1인가구(30세~64세) 중 우울감을 느끼고 있는 주민,,2026-02-20 ~ 2026-03-31,부평중부종합사회복지관 방문접수 및 전화접수,부평중부종합사회복지관 / 032)528-4020,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026022000300200400700318
A2026022600300200400200341,OHH020101,정서,"2026년 동 지역사회보장협의체 특화사업 「다시 봄(Spring/See), 송림」",접수마감,"중장년 1인 가구의 사회적 고립을 예방하기 위해 5개 분야 사업(정서 지원, 관계 형성 등)을 통합 지원하여 사회적 관계망 형성",전체,중장년,동구,"중장년 1인 가구의 사회적 고립을 예방하기 위해 5개 분야 사업(정서 지원, 관계 형성 등)을 통합 지원하여 사회적 관계망 형성",2026. 3. ~ 2026. 11.,"- 내 마음을 보다(정서) : 반려식물 및 감정 메모지 전달을 통한 관계 형성
- 생활에 향기를 입히다(환경) : 전문 업체를 통한 세탁기 분해 청소 및 주거 위생 관리
- 삶에 생기를 더하다(활력) : 홈 파밍 재배 키트 및 문화체험(공연 관람) 지원
- 식탁에 온기를 채우다(식생활) : 부식품 및 밀키트 지원(연 4회)
- 일촌 맺기 및 정기 방문(관계) : 가정방문을 통한 안부 확인 및 고립감 해소","인천시 동구 송림4동 거주, 중장년 1인가구(40세 이상 ~ 65세 이하)",,2026-03-01 ~ 2026-04-30,동구 송림4동 행정복지센터 찾아가는 보건복지팀으로 문의,동구 송림4동 행정복지센터 찾아가는 보건복지팀 / ☎032-760-4975,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026022600300200400200341
A2023121300300200400700046,OHH020101,정서,[행복 동행 사업] 1인가구 중장년 수다살롱,접수마감,중장년을 위한 1인가구 커뮤니티 지원 사업,전체,중장년,부평구,중장년을 위한 1인가구 커뮤니티 지원 사업,2026. 3. 1. ~ 2026. 11. 30.,"중장년 1인가구 동아리 구성 및 활동비 지원
(개인 신청시 독서, 뜨개질, 텃밭 중 택 1 / 단체 신청시 자유주제)","인천시 거주 중장년 1인가구(만40세 이상 ~ 만64세 이하)
* 그룹 당 3-5명 / 5그룹 모집시 조기마감
* 부평구 거주자 우선 선정
* 단체 신청시 중장년 외 인원을 포함하고 싶은 경우 담당자에게 문의",,2026-03-03 ~ 2026-03-20,부평구건강가정지원센터 홈페이지를 통해 신청,인천부평구건강가정지원센터 가족사업팀 / 070-4827-1936,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2023121300300200400700046
A2026022400300200400500336,OHH020101,정서,[행복 동행 사업] 1인가구 중장년 수다살롱,접수마감,중장년 1인가구를 대상으로 소규모 관심분야 동아리 운영 및 정기적인 교류 관계 형성,전체,중장년,연수구,중장년 1인가구를 대상으로 소규모 관심분야 동아리 운영 및 정기적인 교류 관계 형성,2026-04-01~2026-10-31,중장년 1인가구 동아리 구성 및 활동비 지원,연수구 거주 중장년 1인가구(만40세 이상 ~ 만64세 이하),,2026-04-01 ~ 2026-05-31,연수구가족센터 홈페이지 또는 방문접수,연수구가족센터 070-4412-0200,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026022400300200400500336
A2026072200300200400500486,OHH020101,정서,[행복 동행 사업] 1인가구 중장년 수다살롱,접수중,중장년 1인가구의 건강 증진 및 사회적 관계망 형성을 위한 공예 소모임 운영,전체,중장년,연수구,중장년 1인가구의 건강 증진 및 사회적 관계망 형성을 위한 공예 소모임 운영,2026. 9. 1. ~ 2026. 11. 30.,중장년 1인가구 동아리 구성 및 활동비 지원,인천시 거주 중장년 1인가구(만 40세~64세 이하),,2026-08-10 ~ 2026-08-31,유선 연락 및 연수구가족센터 홈페이지 신청,연수구가족센터 상담사례관리팀 / 070-4412-0200,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026072200300200400500486
A2026073100300200400700492,OHH020101,정서,"[행복 동행 사업] 나를 읽다, 초록을 심다",접수중,"내 마음 건강 확인프로그램
- 나의 타고난 기질 검사
- 테라리움 테라피",전체,전체,부평구,"내 마음 건강 확인프로그램
- 나의 타고난 기질 검사
- 테라리움 테라피",2026-08-18 ~ 2026-08-25,,부평구 거주 1인가구,10명,2026-07-23 ~ 2026-08-13,부평구건강가정지원센터 홈페이지,부평구건강가정지원센터 070-4827-1936,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026073100300200400700492
A2026010200300200401000265,OHH020101,정서,"[행복 동행 사업] 문화예술 자조모임 ""빛이 나는 SOLO""",접수예정,건강한 여가문화 체험,전체,전체,강화군,건강한 여가문화 체험,2026-09-14~2026-12-04,"국악 또는 한국전통무용을 배우는 문화예술 자조모임을 운영하여 강화군가족센터 송년의 밤 행사에서 발표.
참여자의 성취감과 지역사회 소통을 도모",강화군 관내거주 1인가구,,2026-09-01 ~ 2026-09-08,강화군가족센터 홈페이지 신청,강화군가족센터 / 032-933-0980,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026010200300200401000265
A2026010200300200400900278,OHH020101,정서,[행복 동행 사업] 싱글生글 ‘프로힐링러’,접수예정,1인가구 심리정서 지원,전체,전체,서구,1인가구 심리정서 지원,2026. 10. 1. ~ 2026. 11. 30.,"- 1인가구 자기탐색 및 미래설계 활동
- 요가 및 등산 활동",인천시 거주 1인가구(만 19세 이상) ※ 서구 거주 1인가구 우선 선정,,2026-09-01 ~ 2026-09-30,인천서구가족센터 홈페이지 프로그램 신청 참고,인천서구가족센터 가족사업팀 / 032-569-1562,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026010200300200400900278
A2026063000300200401400469,OHH020101,정서,[행복 동행 사업] 싱글生글 ‘프로힐링러’,접수예정,1인가구 심리정서 지원,전체,전체,서구,1인가구 심리정서 지원,2026. 10. 1. ~ 2026. 11. 30.,"- 1인가구 자기탐색 및 미래설계 활동
- 요가 및 등산 활동",인천시 거주 1인가구(만 19세 이상) ※ 서구 거주 1인가구 우선 선정,,2026-09-01 ~ 2026-09-30,인천서구가족센터 홈페이지 프로그램 신청 참고,인천서구가족센터 가족사업팀 / 032-569-1562,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026063000300200401400469
A2026010200300200400900277,OHH020101,정서,[행복 동행 사업] 싱글생글 ‘프로소통러’,접수마감,중장년 1인가구 모임 활동 지원,전체,중장년,서구,중장년 1인가구 모임 활동 지원,2026. 5. 1. ~ 2026. 11. 30.,"댄스스포츠 모임, 공동장보기&요리 모임, 봉사&체험 모임, 반려동물 모임","인천시 거주 중장년 1인가구 20명(만 40세 ~ 만 64세)
※ 서구 거주 중장년 1인가구 우선 선정",,2026-03-16 ~ 2026-04-21,인천서구가족센터 홈페이지 참고,인천서구가족센터 가족사업팀 / 032-569-1562,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026010200300200400900277
A2026063000300200401400468,OHH020101,정서,[행복 동행 사업] 싱글생글 ‘프로소통러’,접수마감,중장년 1인가구 모임 활동 지원,전체,중장년,서구,중장년 1인가구 모임 활동 지원,2026. 5. 1. ~ 2026. 11. 30.,"댄스스포츠 모임, 공동장보기&요리 모임, 봉사&체험 모임, 반려동물 모임","인천시 거주 중장년 1인가구 20명(만 40세 ~ 만 64세)
※ 서구 거주 중장년 1인가구 우선 선정",,2026-03-16 ~ 2026-04-21,인천서구가족센터 홈페이지 참고,인천서구가족센터 가족사업팀 / 032-569-1562,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026063000300200401400468
A2026010200300200401000259,OHH020101,정서,"[행복 동행 사업] 중장년 1인가구 수다 살롱 ""너, 나 그리고 우리""",접수마감,중장년을 위한 1인가구 커뮤니티 지원 사업,전체,중장년,강화군,중장년을 위한 1인가구 커뮤니티 지원 사업,2026. 3. 3. ~ 2026. 11. 30.,중장년 1인가구 동아리 구성 및 활동비 지원,강화군 관내거주 1인가구(만40세 이상 ~ 만65세 이하),,2026-03-01 ~ 2026-03-31,강화군가족센터 홈페이지 신청,강화군가족센터 / 032-933-0980,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026010200300200401000259
A2026033100300200400000351,OHH020101,정서,[행복 동행 사업] 중장년 1인가구 수다살롱,접수중,(사업목적) 중장년 1인가구 관심분야 동아리 구성 및 지원을 통한 사회적 관계망 형성,전체,중장년,강화군 | 연수구 | 부평구 | 서구,(사업목적) 중장년 1인가구 관심분야 동아리 구성 및 지원을 통한 사회적 관계망 형성,연중,"중장년 1인가구 동아리 구성(1개 모임당 5명 내외)
정기적인 모임과 활동을 통한 사회 참여 활성화(월 2회 이상)
주제별, 연령별 모임 지원으로 소통과 여가의 장 마련","인천시 거주 중장년(40~64세) 1인가구
- 강화군, 연수구, 부평구, 서구",군구별 4개 내외 동아리,2026-01-01 ~ 2026-12-31,"군구 가족센터 전화, 홈페이지","강화군 가족센터(032-932-1005), 연수구 가족센터(032-851-2740), 부평구 건강가정지원센터(032-508-0121), 서구 가족센터(032-569-1560)",2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026033100300200400000351
A2026010200300200401000263,OHH020101,정서,"[행복 동행 사업] 템플스테이 ""마음을 읽는 시간""",접수중,심리적 안정과 건강한 생활습관 회복,전체,전체,강화군,심리적 안정과 건강한 생활습관 회복,2026.9.5.~2026.9.6.(1박2일),템플스테이 체험(1박2일)을 통해 심리적 안정과 공동체 활동을 통해 사회적 관계망 강화,강화군 관내거주 1인가구,,2026-08-10 ~ 2026-08-14,강화군가족센터 홈페이지 신청,강화군가족센터 / 032-933-0980,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026010200300200401000263
A2026022600300200400200344,OHH020101,정서,‘든든보따리’ 나눔사업,접수마감,중장년을 위한 1인가구 밑반찬 지원 및 안부확인 사업,전체,중장년,제물포구,중장년을 위한 1인가구 밑반찬 지원 및 안부확인 사업,2026. 2. ~ 2026. 11.,중장년 1인가구 밑반찬 지원 및 안부확인,인천시 만석동 거주 중장년 1인가구(만50세 이상 ~ 만65세 이하),,2026-02-23 ~ 2026-03-06,만석동행정복지센터 내방 및 유선신청,만석동 행정복지센터 찾아가는 보건복지팀/ 032-760-4951,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026022600300200400200344
A2026022300300200400600335,OHH020101,정서,"‘이웃하다, 마음을 잇다’ (웃음가득한 마을만들기)",접수중,"고립위험에 놓인 1인가구 대상으로 멘토링, 소모임 등 참여를 통해 사회적 관계를 회복하고 마을안에서 서로 돌보는 활동",전체,전체,남동구,"고립위험에 놓인 1인가구 대상으로 멘토링, 소모임 등 참여를 통해 사회적 관계를 회복하고 마을안에서 서로 돌보는 활동",2026. 1. 1. ~ 2026. 12. 31.,"● 이웃동반자활동(소그룹멘토링)
● 소모임 참여(보드게임/요리/건강운동/만들기모임 4가지 中 1개)
● 함께안녕이웃의날(나눔활동)
● 연합나들이",남동구(논현동) 거주 주민 중 사회적 고립을 느끼는 1인가구 주민(만65세이상/40세 이상 64세 이하 중장년),,2026-07-01 ~ 2026-08-31,복지관 전화접수,논현종합사회복지관 / 032-446-9339,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026022300300200400600335
A2026010200300200400100295,OHH020101,정서,“요리하며 모이고 즐거움을 나누는 모여락(樂)”,접수마감,중장년 1인 가구를 위한 사회적 관계망 지원사업,전체,중장년,영종구,중장년 1인 가구를 위한 사회적 관계망 지원사업,2026. 3. 1. ~ 2026. 11. 30.,"- 요리활동 및 식사(모임활동) 진행
- 심리치료 등 마음치유 활동 진행
- 청 만들기, 공예 등 만들기 활동 진행
- 애니어그램, 버크만 성격 검사 활동 진행
- 활동이 마무리 된 후 꾸준한 자조모임 활동 진행",영종도 거주 중장년 1인가구(만40세 이상 ~ 만65세 이하),,2026-02-02 ~ 2026-02-27,영종종합사회복지관 내방 및 전화 신청,영종종합사회복지관 사례관리팀 / 032-751-7511,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026010200300200400100295
A2026022000300200400500302,OHH020101,정서,「마음잇기•회복동행」 중독예방 돌봄상담,접수중,고립된 중독 위기 1인가구의 '사회적 연결망'을 구축하여 고독사를 예방하고 건강한 일상 회복을 돕는 밀착형 사업,전체,전체,연수구,고립된 중독 위기 1인가구의 '사회적 연결망'을 구축하여 고독사를 예방하고 건강한 일상 회복을 돕는 밀착형 사업,2026. 3. 1. ~ 2026. 11. 30.,"(고립된 1인가구의 사회적 연결망 잇기)
1. 회복동행: 동료지원인과 함께하는 ‘마음나눔’ 방문 및 정서지지
2. 관계잇기: 명절, 기념일(단주기념일, 생일) 등 사회적 단절감을 느끼는 시기의 집중 케어
3. 치유성장: 회복활동지원(자조모임 참가비지원 등)","선학시영 아파트, 연수시영 1차 아파트, 연수주공 1단지 아파트 거주 1인 가구(중독고위험군)",,2026-03-01 ~ 2026-11-30,"- 본인 직접 신청할 경우: 연수구중독관리통합지원센터 전화 및 내소
- 기관담당자가 신청할 경우: 연수구중독관리통합지원센터 홈페이지 (참여공간>공지사항>대상자연계의뢰서 양식) 작성 후 공문 또는 의뢰서 발송",연수구중독관리통합지원센터 전화: 032-236-9477~8 / 팩스: 032.236.9479 / 이메일: ickosacc@hanmail.net,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026022000300200400500302
A2026040200300200400600366,OHH020101,정서,가족상담,접수중,가족심리상담,전체,전체,남동구,가족심리상담,2026-02-23~2026-12-12,"개인, 부부, 가족 심리상담",심리적 어려움을 겪고 있는 개인 및 가족,,2026-01-02 ~ 2026-11-30,"남동구가족센터 전화접수, 홈페이지 사이버상담 접수","남동구가족센터 032)467-3904(내선 2), 070-4522-8019 직통",2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026040200300200400600366
A2026051400300200400700380,OHH020101,정서,가족상담,접수중,건강한 가족을 위한 맞춤형 상담 서비스,전체,전체,부평구,건강한 가족을 위한 맞춤형 상담 서비스,2026-01-01~2026-12-31,,"심리적, 관계적 어려움을 겪고 있는 모든 개인, 부부, 가족 + 임신과 출산에 관한 갈등이 있는 임산부와 그 가족 + 아동, 청소년",,2026-01-01 ~ 2026-12-31,부평구건강가정지원센터 홈페이지 회원 가입 후 가족상담 신청,부평구건강가정지원센터 032-508-0101,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026051400300200400700380
A2025032400300200400500243,OHH020101,정서,고독사 예방관리 사업,접수중,독거노인을 위한 건강음료 지원 및 정기적인 모니터링을 통한 고독사 예방,전체,노년,연수구,독거노인을 위한 건강음료 지원 및 정기적인 모니터링을 통한 고독사 예방,2026. 3. 1. ~ 2026. 12. 18.,"주 3회 건강음료 지원 및 안부확인
분기별 모니터링 및 실태조사","1순위 : 돌봄 체계를 이용하지 않는 저소득 독거노인
2순위 : 저소득 독거노인
3순위 : 사례관리자 상담을 통해 서비스가 필요하다고 판단되는 자",,2026-02-01 ~ 2026-10-30,세화종합사회복지관 내방 및 유선 신청,세화종합사회복지관 사례관리팀 / 032-813-2790~4,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2025032400300200400500243
A2026040300300200400000374,OHH020101,정서,고위험군 1인가구 회복지원,접수중,심리·정서적으로 어려움을 겪는 1인가구를 발견하고 검사 및 전문상담을 통해 마음건강 및 심리회복을 돕고 있습니다.,전체,전체,인천광역시 전체,심리·정서적으로 어려움을 겪는 1인가구를 발견하고 검사 및 전문상담을 통해 마음건강 및 심리회복을 돕고 있습니다.,연중,"마음건강 선별검사, 심층상담 및 지속상담, 종합심리검사 전문심리상담",인천광역시 내 거주 1인가구,,2026-01-01 ~ 2026-12-31,,인천광역시자살예방센터 032)468-9917,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026040300300200400000374
A2026041700300200400400378,OHH020101,정서,골든라이프,접수중,중장년 은둔ㆍ고립 주민 관계망 강화 프로그램,전체,중장년,미추홀구,중장년 은둔ㆍ고립 주민 관계망 강화 프로그램,2026.04.22.~2026.11.25.,"미술교실, 원예힐링테라피, 웰다잉 특강, 요리교실, 자조모임, 외부활동, 나들이 등",미추홀구 거주 중장년 1인가구(만35세 이상 ~ 만64세 이하),선착순 20명 마감 시 모집 마감,2026-04-14 ~ 2026-11-25,내방 신청 및 전화 신청,숭의종합사회복지관 032)888-6222,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026041700300200400400378
A2026022000300200400800311,OHH020101,정서,공동체 및 사회적 관계망 형성 프로그램,접수중,고립도 및 고독사 위험도가 높은 1인 가구를 공동체 프로그램에 참여시켜 커뮤니티를 형성하고 고독사를 예방,전체,전체,계양구,고립도 및 고독사 위험도가 높은 1인 가구를 공동체 프로그램에 참여시켜 커뮤니티를 형성하고 고독사를 예방,2026. 3. 1. ~ 2026. 11. 30.,"가족센터, 종합사회복지관과 연계하여 사회적 고립도 및 고독사 위험도가 높은 1인 가구 10인 내외를 프로그램에 참여할 수 있도록 독려하여 사회적 관계망을 형성하고 고립도를 완화하여 고독사 예방을 목적으로 하는 사업",인천광역시 계양구 거주 1인 가구,,2026-02-01 ~ 2026-11-30,관할 동 행정복지센터 신청,인천광역시 계양구청 복지정책과 희망복지팀(032-450-6700),2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026022000300200400800311
A2026020300300200400400296,OHH020101,정서,관내 종합사회복지관과 함께 하는 [나눔터] 사업,접수중,"사회적 고립 위험(1인가구) 중장년(만40세~만64세)을 대상으로 관내 종합사회복지관(미추홀, 숭의, 인천)과 연계하여 사회적관계망 형성 프로그램 참여 등 1인가구의 생활력 향상, 공동체 형성을 위한 사업",전체,중장년,미추홀구,"사회적 고립 위험(1인가구) 중장년(만40세~만64세)을 대상으로 관내 종합사회복지관(미추홀, 숭의, 인천)과 연계하여 사회적관계망 형성 프로그램 참여 등 1인가구의 생활력 향상, 공동체 형성을 위한 사업",2026. 3. ~ 2026. 12.,"- 소규모 모임으로 구성되어 종합사회복지관에서 계획한 프로그램(요리, 정리수납 등 다양한 프로그램) 참여
- 프로그램(월 2~3회) 및 자조모임",미추홀구 거주 사회적 고립 위험(1인가구) 중장년 가구 (만40세~만64세),,2026-02-03 ~ 2026-12-01,관할 동 행정복지센터 및 구 복지정책과,미추홀구청 복지정책과 032-880-4717,2026-03-20,https://www.incheon.go.kr/1in/OHH020108/view?oneHouseHoldId=A2026020300300200400400296
