observation_id,source_dataset,source_name,source_file,source_url,source_as_of_date,source_sheet,source_row,source_facility_code,source_service_code,facility_name,category_major,category_detail,facility_form,legal_basis,operator_name,district_source,district,legal_dong,address,postal_code,phone,capacity,current_occupancy,staff_count,latitude,longitude,designation_date,installation_date,status,source_note
obs_b2275502e12a6123,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,12,,,노인요양원 행복의집,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,용현동,"인천광역시 미추홀구 아암대로29번길 86, 5층 (용현동, 백제당빌딩)",,032-887-0237,9,,,37.45631794,126.6409036,2013-03-07,,,
obs_cf956942c00b729c,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,13,,,인일효요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,도화동,"인천광역시 미추홀구 한나루로 604, 1801호 (도화동, 롯데월드타워)",,032-868-6000,29,,,37.45984908,126.6729642,2013-03-19,,,
obs_c57e54253eed4566,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,14,,,주안愛요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,주안동,"인천광역시 미추홀구 주안중로50번길 3 (주안동, 부건프라자 5,6층)",,032-442-3114,41,,,37.46308776,126.6830834,2013-07-23,,,
obs_1d0ddb0fcffa185c,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,15,,,노인요양원 행복의집II,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,용현동,"인천광역시 미추홀구 아암대로29번길 86, 4층 (용현동, 백제당빌딩)",,032-887-0238,9,,,37.45631794,126.6409036,2013-09-30,,,
obs_7928092e91e39eb5,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,16,,,남구늘푸른노인요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,학익동,"인천광역시 미추홀구 소성로 193-26 (학익동, 동남빌딩 2~5층)",,032-423-8870,29,,,37.4414108,126.6701712,2014-06-02,,,
obs_d9ad3422517b5876,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,17,,,행복드림요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,주안동,"인천광역시 미추홀구 인주대로 495, 5층 (주안동)",,032-438-1999,9,,,37.45090942,126.6918313,2014-12-01,,,
obs_d3ecfb088a7df799,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,18,,,행복드림요양원2,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,주안동,"인천광역시 미추홀구 인주대로 495, 4층 (주안동)",,032-437-1990,9,,,37.45090942,126.6918313,2014-12-01,,,
obs_299d4e2b80c00c20,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,19,,,제일요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,학익동,"인천광역시 미추홀구 학익소로 19, B1,2,5~7층 (학익동)",,032-876-3230,80,,,37.44548374,126.6689827,2015-11-09,,,
obs_882fbe34a097351d,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,20,,,예사랑요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,숭의동,인천광역시 미추홀구 미추로 1 (숭의동),,032-883-8511,55,,,37.46030261,126.6478681,2015-12-01,,,
obs_4b023c7e2050effb,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,21,,,주안요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,주안동,"인천광역시 미추홀구 석바위로 68, 601호 (주안동, 주안필프라자)",,032-433-5675,34,,,37.46085744,126.6806235,2015-12-11,,,
obs_9e8fc11f14d36549,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,22,,,효담채요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,숭의동,인천광역시 미추홀구 경인로 109 (숭의동),,032-882-2200,80,,,37.46648688,126.6546836,2016-01-29,,,
obs_1a32eb83c018c7b6,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,23,,,믿음요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,문학동,"인천광역시 미추홀구 매소홀로 507, 3층 (문학동, 스카이빌딩)",,032-435-1020,39,,,37.43967891,126.6786527,2016-08-26,,,
obs_23f4ae7c3d277a7c,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,24,,,세심요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,도화동,인천광역시 미추홀구 경인로 270-1 (도화동),,032-472-9626,95,,,37.46199148,126.6712693,2016-12-26,,,
obs_d386ba726595b0cd,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,25,,,인하요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,학익동,인천광역시 미추홀구 한나루로456번길 8 (학익동),,032-875-2255,89,,,37.4472043,126.668078,2018-03-15,,,
obs_71aac7b78fc59132,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,26,,,참사랑요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,주안동,인천광역시 미추홀구 주안로 157-1 (주안동),,032-464-7802,49,,,37.46392981,126.6873702,2018-12-05,,,
obs_982c6f5ba29605b5,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,27,,,성심요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,주안동,"인천광역시 미추홀구 미추홀대로657번길 1, 2층 (주안동)",,032-872-9248,46,,,37.4560139,126.6797616,2019-05-21,,,
obs_d71595c2982f0b6f,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,28,,,포도나무요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,학익동,"인천광역시 미추홀구 주승로 22, 2층 (학익동)",,032-866-1191,15,,,37.44365373,126.6727799,2019-06-24,,,
obs_31ddbbbc645d707c,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,29,,,생명수요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,주안동,인천광역시 미추홀구 인하로 193 (주안동),,032-874-7070,41,,,37.4489507,126.6694842,2019-09-23,,,
obs_53777cfe4d2c8088,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,30,,,주안하주요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,주안동,인천광역시 미추홀구 경인로435번길 23 (주안동),,032-715-4455,41,,,37.45915485,126.6885723,2019-10-01,,,
obs_310174cf96efde54,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,31,,,자미원요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,숭의동,인천광역시 미추홀구 참외전로 341 (숭의동),,032-888-3688,29,,,37.4664822,126.6521062,2019-12-01,,,
obs_20075d1aa338baee,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,32,,,도화요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,도화동,"인천광역시 미추홀구 한나루로 604, 10층 (도화동, 롯데월드타워)",,032-422-5161,68,,,37.45984908,126.6729642,2019-12-16,,,
obs_63ad62d3aa2ed33c,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,33,,,미추홀효요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,주안동,"인천광역시 미추홀구 경원대로864번길 10, 3층 4층 (주안동)",,032-426-8090,45,,,37.45956503,126.6902005,2019-12-16,,,
obs_52b63cc8eb764496,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,34,,,센트럴힐링요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,학익동,"인천광역시 미추홀구 한나루로 432, 4층 (학익동, 성원빌딩)",,032-872-2279,9,,,37.44570328,126.6666593,2020-01-01,,,
obs_a49925c8f211639d,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,35,,,매화요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,숭의동,인천광역시 미추홀구 제물량로4번길 34-33 (숭의동),,032-891-0121,42,,,37.46216188,126.6401043,2021-03-01,,,
obs_d1b969f83f396b70,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,36,,,해피하우스요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,학익동,"인천광역시 미추홀구 학익소로61번길 21-11, 2층 (학익동)",,032-876-8899,25,,,37.44298848,126.6711091,2021-06-01,,,
obs_86c65a4bf348accb,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,37,,,The 숲 요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,숭의동,인천광역시 미추홀구 미추로 53 (숭의동),,032-710-0086,49,,,37.46466676,126.6457359,2021-08-01,,,
obs_2a91705a8359731a,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,38,,,지안요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,주안동,"인천광역시 미추홀구 석정로 409, 1층, 3~6층 (주안동)",,032-873-9988,99,,,37.46713129,126.6809692,2021-09-23,,,
obs_8dd937e1c4055a97,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,39,,,진요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,학익동,"인천광역시 미추홀구 학익소로 67, 7층 (학익동, 신세계빌딩)",,032-864-9902,9,,,37.44171042,126.6707648,2021-11-05,,,
obs_6ad52ef64de923a4,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,40,,,라라요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,관교동,인천광역시 미추홀구 경원대로652번길 19-15 (관교동),,032-721-7753,60,,,37.44210368,126.6939521,2021-12-01,,,
obs_9ff99ed968985985,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,41,,,수림재활요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,도화동,"인천광역시 미추홀구 경인로 321 (도화동, 수림빌딩)",,032-246-1000,99,,,37.45928897,126.6759889,2022-10-01,,,
obs_0f976529bfdfd378,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,42,,,인천수봉요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,도화동,인천광역시 미추홀구 수봉북로 28 (도화동),,032-255-5100,99,,,37.46326625,126.6633084,2022-11-01,,,
obs_9729a7eb01f2b8c5,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,43,,,사랑품은 요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,용현동,"인천광역시 미추홀구 토금남로 2, 704호 (용현동, 노블레스빌딩)",,032-888-3363,24,,,37.45289894,126.632915,2022-11-09,,,
obs_ad4787c1cf739428,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,44,,,보금자리요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,도화동,"인천광역시 미추홀구 한나루로 604, 908호 (도화동, 롯데월드타워)",,032-724-8424,14,,,37.45984908,126.6729642,2023-02-01,,,
obs_6a4c517dc41fb291,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,45,,,다온요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,학익동,인천광역시 미추홀구 매소홀로 490 (학익동),,032-862-2200,63,,,37.43926525,126.6766694,2023-03-01,,,
obs_5ff999bcc665cd6b,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,46,,,힘찬실버요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,숭의동,인천광역시 미추홀구 경인로33번길 22 (숭의동),,032-891-5777,49,,,37.46492667,126.6466303,2023-06-01,,,
obs_0103f3e483843b9b,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,47,,,수봉요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,용현동,"인천광역시 미추홀구 수봉남로6번길 52-10, 2층 (용현동, 대진아파트)",,032-872-6722,16,,,37.4555027,126.6585015,2023-06-14,,,
obs_d0ddaeabe3d32ee7,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,48,,,한가족재활요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,도화동,"인천광역시 미추홀구 수봉북로12번길 28, 1층 (도화동)",,032-872-5001,29,,,37.46503188,126.6619557,2023-10-01,,,
obs_7eba6c43fe312e3a,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,49,,,숭의요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,숭의동,인천광역시 미추홀구 경인로 42 (숭의동),,032-883-6999,49,,,37.46410079,126.6479805,2023-11-01,,,
obs_b15726cea43810f4,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,50,,,그린2요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,주안동,"인천광역시 미추홀구 주안로213번길 10-1, 7층 (주안동)",,032-422-9114,9,,,37.46388213,126.6939349,2023-12-01,,,
obs_3dbb58f9fbd534eb,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,51,,,그린1요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,주안동,"인천광역시 미추홀구 주안로213번길 10-1, 6층 (주안동)",,032-422-9114,9,,,37.46388213,126.6939349,2023-12-01,,,
obs_aed82a1a327f1042,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,52,,,(인천)에벤에셀요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,용현동,"인천광역시 미추홀구 아암대로29번길 48, 301호,204-5호 (용현동)",,032-882-1001,61,,,37.45711259,126.6390546,2024-02-01,,,
obs_c05aa41aaa28d46b,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,53,,,가람요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,용현동,"인천광역시 미추홀구 매소홀로 81-1, 6층 (용현동)",,032-886-6700,9,,,37.4491909,126.6347668,2024-04-01,,,
obs_9adb32be661f9934,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,54,,,경인노인요양공동생활가정,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,주안동,"인천광역시 미추홀구 석정로 411, 5층 (주안동)",,032-868-9998,9,,,37.46693467,126.6813625,2024-06-01,,,
obs_0e17af8d4931154e,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,55,,,한방재활요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,주안동,인천광역시 미추홀구 한나루로586번길 80 (주안동),,032-255-8809,29,,,37.457897,126.676337,2024-09-01,,,
obs_8a04ae73e69c452e,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,56,,,참조은요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,숭의동,"인천광역시 미추홀구 독정이로100번길 13, 2호 (숭의동)",,032-861-3111,29,,,37.464753,126.651029,2024-11-01,,,
obs_604ba3fcff300ff2,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,57,,,미추홀늘푸른요양원,노인복지,노인의료복지시설,,,,미추홀구,미추홀구,용현동,"인천광역시 미추홀구 토금중로40번길 25, 2층 (용현동)",,032-423-8870,29,,,37.45175,126.637072,2024-12-01,,,
obs_fdfaedd552aa9bdc,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,58,,,대한어머니회재가노인지원서비스센터,노인복지,재가노인복지시설,,,,미추홀구,미추홀구,숭의동,"인천광역시 미추홀구 독배로 443, 2층 280호 (숭의동, 삼화복합빌딩)",,032-868-9207,,,,37.4588359,126.6481512,2008-05-29,,,
obs_17b936858e552d65,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,59,,,인천재가노인지원서비스센터,노인복지,재가노인복지시설,,,,미추홀구,미추홀구,학익동,인천광역시 미추홀구 매소홀로386번길 32 (학익동),,032-872-9088,,,,37.43863229,126.6645458,2008-06-02,,,
obs_0e5d221cdb1da8be,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,60,,,주안노인복지센터,노인복지,재가노인복지시설,,,,미추홀구,미추홀구,주안동,인천광역시 미추홀구 주승로 129 (주안동),,032-437-2070,56,,,37.44579636,126.6847222,2012-01-11,,,
obs_c8b8c01cfac15c98,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,61,,,연세재활주야간보호센터,노인복지,재가노인복지시설,,,,미추홀구,미추홀구,주안동,"인천광역시 미추홀구 구월로 17, 8층 (주안동)",,032-433-7001,72,,,37.45798834,126.6923315,2019-10-14,,,
obs_7b011e08018610c1,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,62,,,효담채주야간보호센터,노인복지,재가노인복지시설,,,,미추홀구,미추홀구,도화동,인천광역시 미추홀구 경인로 313-1 (도화동),,032-833-4828,42,,,37.45966158,126.6754812,2019-10-16,,,
obs_4ea25a81c780f734,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,63,,,김간호사 재활주간보호 재가복지센터,노인복지,재가노인복지시설,,,,미추홀구,미추홀구,도화동,"인천광역시 미추홀구 경인로 221, 101동 102호 (도화동, 나산아파트)",,032-724-9434,72,,,37.46523237,126.6675197,2019-12-04,,,
obs_fa1fd266971a935e,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,64,,,새봄재활주야간보호센터,노인복지,재가노인복지시설,,,,미추홀구,미추홀구,주안동,"인천광역시 미추홀구 미추홀대로614번길 3, 5층 (주안동, 씨티프라자)",,032-437-0101,18,,,37.45217768,126.6800618,2020-05-06,,,
obs_59f143706c9280d4,michuhol_elderly,인천광역시 미추홀구_노인복지시설_20250620,michuhol_elderly_welfare_facilities.csv,https://www.data.go.kr/data/15070559/fileData.do,2025-06-20,CSV,65,,,정다운복지센터,노인복지,재가노인복지시설,,,,미추홀구,미추홀구,문학동,"인천광역시 미추홀구 소성로 329, 2층 202호 (문학동, 경진상가주택)",,032-221-1005,,,,37.43762726,126.6839496,2020-05-06,,,
