source_reference_date,source_district_name_2024,source_dong_name_2024,source_geography_type,mapping_status,mapping_method,current_candidate_count,current_candidate_admin_dong_codes_20260701,current_candidate_district_names_20260701,current_candidate_dong_names_20260701,recipient_count_living_all_ages,recipient_count_living_age_65_plus,recipient_count_living_age_75_plus,recipient_count_living_age_85_plus,recipient_count_medical_all_ages,recipient_count_medical_age_65_plus,recipient_count_medical_age_75_plus,recipient_count_medical_age_85_plus,recipient_count_housing_all_ages,recipient_count_housing_age_65_plus,recipient_count_housing_age_75_plus,recipient_count_housing_age_85_plus,recipient_count_education_all_ages,recipient_count_education_age_65_plus,recipient_count_education_age_75_plus,recipient_count_education_age_85_plus
2024-12-31,동구,송림2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2812564000,제물포구,송림2동,177,124,63,30,10,0,0,0,35,25,22,9,1,0,0,0
2024-12-31,동구,송림3·5동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2812565000,제물포구,송림3·5동,177,88,38,11,11,9,5,2,66,22,13,3,8,0,0,0
2024-12-31,동구,송림4동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2812566000,제물포구,송림4동,95,28,12,5,16,3,2,1,63,21,11,1,9,0,0,0
2024-12-31,동구,송림6동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2812567000,제물포구,송림6동,157,84,45,16,10,8,3,1,70,33,24,8,10,1,0,0
2024-12-31,동구,금창동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2812568000,제물포구,금창동,229,128,76,30,17,3,1,0,65,39,31,9,3,0,0,0
2024-12-31,미추홀구,미추홀구,district_named_non_admin_record,excluded_district_named_record,not_a_current_admin_dong,0,,,,609,485,415,258,20,20,14,7,1,1,1,1,0,0,0,0
2024-12-31,미추홀구,숭의2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2817751000,미추홀구,숭의2동,926,446,226,75,42,18,7,0,356,113,66,22,22,0,0,0
2024-12-31,미추홀구,"숭의1,3동",admin_dong_snapshot_2024,one_to_one_mapped,unique_normalized_punctuation_name,1,2817752000,미추홀구,숭의1.3동,712,285,145,56,42,15,9,4,340,86,52,17,24,0,0,0
2024-12-31,미추홀구,숭의4동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2817753000,미추홀구,숭의4동,1206,488,227,64,90,30,16,2,399,122,70,23,21,0,0,0
2024-12-31,미추홀구,"용현1,4동",admin_dong_snapshot_2024,one_to_one_mapped,unique_normalized_punctuation_name,1,2817754000,미추홀구,용현1.4동,1256,511,239,70,86,25,13,2,381,140,84,29,23,0,0,0
2024-12-31,미추홀구,용현2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2817755000,미추홀구,용현2동,919,411,214,68,47,19,9,1,368,132,84,28,23,0,0,0
2024-12-31,미추홀구,용현3동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2817756000,미추홀구,용현3동,624,336,150,50,38,16,4,0,145,66,34,13,2,0,0,0
2024-12-31,미추홀구,용현5동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2817757000,미추홀구,용현5동,1324,461,230,76,95,43,20,4,578,187,121,40,31,0,0,0
2024-12-31,미추홀구,학익1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2817758000,미추홀구,학익1동,753,331,189,53,46,25,12,2,320,109,73,28,29,0,0,0
2024-12-31,미추홀구,학익2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2817759000,미추홀구,학익2동,549,254,137,46,37,10,5,2,235,76,49,21,17,0,0,0
2024-12-31,미추홀구,도화1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2817760000,미추홀구,도화1동,1346,557,290,106,88,37,23,3,536,149,94,40,40,0,0,0
2024-12-31,미추홀구,"도화2,3동",admin_dong_snapshot_2024,one_to_one_mapped,unique_normalized_punctuation_name,1,2817761000,미추홀구,도화2.3동,1391,556,281,94,72,28,13,3,484,184,120,27,25,0,0,0
2024-12-31,미추홀구,주안1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2817762000,미추홀구,주안1동,1169,318,124,41,66,18,5,0,381,71,39,15,32,0,0,0
2024-12-31,미추홀구,주안2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2817763000,미추홀구,주안2동,1613,654,300,94,112,42,21,5,566,178,96,29,18,0,0,0
2024-12-31,미추홀구,주안3동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2817764000,미추홀구,주안3동,711,320,173,53,58,21,8,2,289,79,47,14,34,0,0,0
2024-12-31,미추홀구,주안4동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2817765000,미추홀구,주안4동,1091,471,244,73,75,30,12,2,355,138,78,20,28,0,0,0
2024-12-31,미추홀구,주안5동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2817766000,미추홀구,주안5동,977,432,237,86,79,32,13,1,349,174,116,37,23,0,0,0
2024-12-31,미추홀구,주안6동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2817767000,미추홀구,주안6동,816,298,136,52,44,18,7,2,325,88,49,15,21,0,0,0
2024-12-31,미추홀구,주안7동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2817768000,미추홀구,주안7동,786,366,191,67,69,15,6,2,312,123,82,24,10,0,0,0
2024-12-31,미추홀구,주안8동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2817769000,미추홀구,주안8동,926,406,209,80,74,19,9,1,407,126,78,27,24,0,0,0
2024-12-31,미추홀구,관교동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2817770000,미추홀구,관교동,424,169,79,32,56,9,5,1,233,60,34,14,25,0,0,0
2024-12-31,미추홀구,문학동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2817771000,미추홀구,문학동,993,314,137,52,57,16,10,1,429,86,43,13,23,0,0,0
2024-12-31,연수구,연수구,district_named_non_admin_record,excluded_district_named_record,not_a_current_admin_dong,0,,,,417,328,305,200,39,33,28,17,4,4,4,3,0,0,0,0
2024-12-31,연수구,옥련1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2818563000,연수구,옥련1동,629,262,156,74,74,25,13,1,367,117,82,32,21,0,0,0
2024-12-31,연수구,옥련2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2818564000,연수구,옥련2동,402,131,61,22,37,10,7,1,312,98,66,24,25,0,0,0
2024-12-31,연수구,선학동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2818575000,연수구,선학동,1218,625,320,93,89,29,13,1,364,139,67,25,10,0,0,0
2024-12-31,연수구,연수1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2818576100,연수구,연수1동,987,290,144,41,82,11,3,0,445,96,43,16,40,0,0,0
2024-12-31,연수구,연수2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2818576200,연수구,연수2동,1095,553,272,106,94,46,29,5,431,172,106,48,26,0,0,0
2024-12-31,연수구,연수3동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2818576300,연수구,연수3동,1309,792,411,141,73,40,21,6,285,128,72,24,17,0,0,0
2024-12-31,연수구,청학동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2818576600,연수구,청학동,1386,585,310,125,125,37,17,5,766,295,199,73,45,0,0,0
2024-12-31,연수구,동춘1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2818578000,연수구,동춘1동,223,80,47,24,23,8,4,1,209,58,42,21,11,0,0,0
2024-12-31,연수구,동춘2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2818579000,연수구,동춘2동,172,52,31,12,6,3,2,1,237,72,57,26,13,0,0,0
2024-12-31,연수구,동춘3동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2818579500,연수구,동춘3동,63,17,12,5,4,2,2,1,88,37,31,17,7,0,0,0
2024-12-31,연수구,송도1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2818582000,연수구,송도1동,63,22,13,4,8,3,0,0,152,66,50,28,5,0,0,0
2024-12-31,연수구,송도2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2818583000,연수구,송도2동,46,14,9,6,1,1,1,0,69,22,19,7,4,0,0,0
2024-12-31,연수구,송도3동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2818584000,연수구,송도3동,81,20,13,5,4,1,0,0,127,53,37,16,3,0,0,0
2024-12-31,연수구,송도4동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2818585000,연수구,송도4동,58,14,7,5,3,2,2,0,99,25,16,6,9,0,0,0
2024-12-31,연수구,송도5동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2818586000,연수구,송도5동,92,26,16,4,8,3,3,0,153,33,18,10,19,0,0,0
2024-12-31,남동구,남동구,district_named_non_admin_record,excluded_district_named_record,not_a_current_admin_dong,0,,,,570,514,430,299,60,57,44,18,2,0,0,0,0,0,0,0
2024-12-31,남동구,구월1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2820051000,남동구,구월1동,1286,573,277,91,77,27,11,3,587,178,101,40,41,0,0,0
2024-12-31,남동구,구월2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2820052000,남동구,구월2동,693,247,119,35,39,10,5,1,435,128,77,25,22,0,0,0
2024-12-31,남동구,구월3동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2820052100,남동구,구월3동,1178,434,216,66,86,37,16,2,708,179,87,29,49,0,0,0
2024-12-31,남동구,구월4동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2820052200,남동구,구월4동,1580,638,313,94,96,29,18,1,578,221,129,41,37,1,0,0
2024-12-31,남동구,간석1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2820053000,남동구,간석1동,792,339,188,77,42,12,5,1,349,155,104,36,27,0,0,0
2024-12-31,남동구,간석2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2820054000,남동구,간석2동,843,361,163,57,40,15,8,0,414,125,81,26,19,0,0,0
2024-12-31,남동구,간석3동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2820055000,남동구,간석3동,1608,687,340,92,82,39,19,2,542,177,107,34,48,0,0,0
2024-12-31,남동구,간석4동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2820055100,남동구,간석4동,1406,557,263,77,93,33,14,2,613,158,85,37,42,0,0,0
2024-12-31,남동구,만수1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2820056000,남동구,만수1동,2140,1137,608,203,142,73,34,5,500,242,157,55,24,0,0,0
2024-12-31,남동구,만수2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2820057000,남동구,만수2동,735,302,155,53,41,14,4,0,339,115,86,38,33,0,0,0
2024-12-31,남동구,만수3동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2820058000,남동구,만수3동,868,316,172,53,43,19,16,1,344,128,86,29,33,0,0,0
2024-12-31,남동구,만수4동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2820058100,남동구,만수4동,652,278,142,57,55,23,17,3,436,135,84,39,35,0,0,0
2024-12-31,남동구,만수5동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2820058200,남동구,만수5동,1200,562,284,85,82,34,13,2,423,168,110,30,35,0,0,0
2024-12-31,남동구,만수6동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2820058300,남동구,만수6동,881,421,274,116,63,22,12,4,505,225,164,71,41,0,0,0
2024-12-31,남동구,장수서창동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2820065000,남동구,장수서창동,753,322,169,58,43,16,5,1,367,149,95,25,22,0,0,0
2024-12-31,남동구,서창2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2820065500,남동구,서창2동,1881,867,419,101,141,60,24,1,779,389,242,53,48,0,0,0
2024-12-31,남동구,남촌도림동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2820066000,남동구,남촌도림동,849,427,233,90,84,29,11,2,445,190,128,39,40,0,0,0
2024-12-31,남동구,논현1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2820069000,남동구,논현1동,1425,539,266,84,85,35,15,1,691,276,160,61,30,0,0,0
2024-12-31,남동구,논현2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2820070000,남동구,논현2동,2212,1008,633,194,130,62,30,4,1075,426,244,75,33,0,0,0
2024-12-31,남동구,논현고잔동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2820071000,남동구,논현고잔동,1188,446,227,69,86,34,17,5,676,282,178,54,37,0,0,0
2024-12-31,부평구,부평구,district_named_non_admin_record,excluded_district_named_record,not_a_current_admin_dong,0,,,,497,222,200,142,46,42,30,12,0,0,0,0,0,0,0,0
2024-12-31,부평구,부평1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2823751000,부평구,부평1동,797,290,127,53,83,18,10,2,428,109,52,25,36,0,0,0
2024-12-31,부평구,부평2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2823752000,부평구,부평2동,1037,486,268,72,105,36,17,1,443,151,91,24,38,0,0,0
2024-12-31,부평구,부평3동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2823753000,부평구,부평3동,1056,530,278,94,100,31,20,0,365,153,91,25,18,0,0,0
2024-12-31,부평구,부평4동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2823754000,부평구,부평4동,1660,797,377,119,190,51,20,4,816,254,152,47,81,0,0,0
2024-12-31,부평구,부평5동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2823755000,부평구,부평5동,1438,574,303,100,176,42,19,4,747,185,103,43,82,0,0,0
2024-12-31,부평구,부평6동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2823756000,부평구,부평6동,778,393,195,68,75,23,9,2,323,137,79,21,20,0,0,0
2024-12-31,부평구,산곡1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2823757000,부평구,산곡1동,326,155,94,45,46,7,3,1,194,82,54,17,8,0,0,0
2024-12-31,부평구,산곡2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2823758000,부평구,산곡2동,387,142,85,31,67,11,5,1,333,97,71,21,24,0,0,0
2024-12-31,부평구,산곡3동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2823758100,부평구,산곡3동,810,395,209,88,85,14,6,1,400,161,119,50,11,0,0,0
2024-12-31,부평구,산곡4동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2823758200,부평구,산곡4동,262,91,54,18,32,13,6,2,244,91,67,36,26,0,0,0
2024-12-31,부평구,청천1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2823759100,부평구,청천1동,458,195,82,24,53,9,6,0,220,56,29,7,27,0,0,0
2024-12-31,부평구,청천2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2823759200,부평구,청천2동,980,400,209,80,137,27,11,5,538,162,104,39,59,0,0,0
2024-12-31,부평구,갈산1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2823764100,부평구,갈산1동,757,292,141,54,110,26,7,3,321,106,74,22,28,0,0,0
2024-12-31,부평구,갈산2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2823764200,부평구,갈산2동,1295,750,363,123,95,38,17,5,356,127,77,36,13,0,0,0
2024-12-31,부평구,삼산1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2823764600,부평구,삼산1동,2527,1383,786,298,197,74,37,7,693,263,166,53,52,0,0,0
2024-12-31,부평구,삼산2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2823764800,부평구,삼산2동,826,386,190,69,113,46,23,5,531,250,157,44,19,0,0,0
2024-12-31,부평구,부개1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2823765000,부평구,부개1동,1053,507,262,84,122,43,17,5,476,196,110,28,36,0,0,0
2024-12-31,부평구,부개2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2823766000,부평구,부개2동,570,263,130,39,63,22,12,3,316,98,59,21,20,0,0,0
2024-12-31,부평구,부개3동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2823766100,부평구,부개3동,617,304,160,58,75,25,10,2,549,207,133,49,28,0,0,0
2024-12-31,부평구,일신동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2823767000,부평구,일신동,312,139,73,37,51,13,9,4,205,87,56,25,16,0,0,0
2024-12-31,부평구,십정1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2823768000,부평구,십정1동,984,496,243,79,99,34,13,3,490,140,71,28,36,0,0,0
2024-12-31,부평구,십정2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2823769000,부평구,십정2동,1640,779,345,95,180,50,20,4,625,200,106,38,40,0,0,0
2024-12-31,계양구,계양구,district_named_non_admin_record,excluded_district_named_record,not_a_current_admin_dong,0,,,,160,119,98,62,18,18,16,8,18,2,0,0,0,0,0,0
2024-12-31,계양구,효성1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2824560100,계양구,효성1동,865,433,253,102,77,29,8,3,658,227,141,47,54,0,0,0
2024-12-31,계양구,효성2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2824560200,계양구,효성2동,823,362,210,81,107,26,10,4,554,181,114,44,43,0,0,0
2024-12-31,계양구,계산1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2824561100,계양구,계산1동,1263,558,237,77,131,30,9,2,623,240,128,42,26,0,0,0
2024-12-31,계양구,계산2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2824561200,계양구,계산2동,668,344,169,71,102,29,9,0,507,188,101,40,24,0,0,0
2024-12-31,계양구,계산3동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2824561300,계양구,계산3동,554,224,120,48,72,13,4,1,456,141,91,39,26,0,0,0
2024-12-31,계양구,계산4동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2824561400,계양구,계산4동,420,220,157,100,31,15,11,5,255,124,103,64,13,0,0,0
2024-12-31,계양구,작전1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2824562100,계양구,작전1동,700,286,163,59,71,11,6,2,594,217,143,61,41,0,0,0
2024-12-31,계양구,작전2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2824562200,계양구,작전2동,914,417,224,97,90,20,3,1,528,206,122,41,18,0,0,0
2024-12-31,계양구,작전서운동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2824564000,계양구,작전서운동,888,331,205,91,67,25,15,2,662,165,128,57,25,0,0,0
2024-12-31,계양구,계양1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2824571000,계양구,계양1동,581,290,160,52,50,16,4,0,427,172,117,43,14,0,0,0
2024-12-31,계양구,계양2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2824572000,계양구,계양2동,1786,829,488,190,166,64,33,3,1049,416,264,81,59,0,0,0
2024-12-31,계양구,계양3동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2824573000,계양구,계양3동,949,354,177,52,127,21,12,2,893,304,164,49,32,0,0,0
2024-12-31,서구,서구,district_named_non_admin_record,excluded_district_named_record,not_a_current_admin_dong,0,,,,1257,921,678,401,61,52,37,19,4,2,2,1,0,0,0,0
2024-12-31,서구,검암경서동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2827551500,서해구,검암경서동,1063,319,141,44,125,35,15,3,824,136,76,20,105,0,0,0
2024-12-31,서구,연희동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2827553000,서해구,연희동,1757,741,381,121,236,72,30,6,964,282,187,63,79,0,0,0
2024-12-31,서구,청라1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2827553600,서해구,청라1동,234,37,19,11,21,2,1,0,243,38,29,14,26,0,0,0
2024-12-31,서구,청라2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2827553700,서해구,청라2동,483,174,94,25,61,26,9,1,536,163,97,28,24,0,0,0
2024-12-31,서구,청라3동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2827553900,서해구,청라3동,155,28,15,6,18,5,2,0,240,47,34,20,9,0,0,0
2024-12-31,서구,가정1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2827554200,서해구,가정1동,1345,658,287,77,142,47,13,0,630,275,162,40,24,0,0,0
2024-12-31,서구,가정2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2827554300,서해구,가정2동,198,80,47,18,16,3,0,0,98,43,28,11,6,0,0,0
2024-12-31,서구,가정3동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2827554400,서해구,가정3동,460,171,87,30,43,13,7,1,203,56,34,11,7,0,0,0
2024-12-31,서구,석남1동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2827555000,서해구,석남1동,1209,471,210,69,149,47,17,5,458,169,92,38,31,0,0,0
2024-12-31,서구,석남2동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2827556000,서해구,석남2동,689,274,123,40,48,22,13,1,291,125,75,22,29,1,0,0
2024-12-31,서구,석남3동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2827556100,서해구,석남3동,842,323,169,56,75,23,10,2,457,143,89,33,24,0,0,0
2024-12-31,서구,신현원창동,admin_dong_snapshot_2024,one_to_one_mapped,unique_exact_dong_name,1,2827557500,서해구,신현원창동,1006,327,159,60,124,27,8,2,530,131,85,38,36,0,0,0
