observation_id,source_dataset,source_name,source_file,source_url,source_as_of_date,source_sheet,source_row,source_facility_code,source_service_code,facility_name,category_major,category_detail,facility_form,legal_basis,operator_name,district_source,district,legal_dong,address,postal_code,phone,capacity,current_occupancy,staff_count,latitude,longitude,designation_date,installation_date,status,source_note
obs_75234fefd8f41ae4,incheon_elderly,인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx,https://www.incheon.go.kr/welfare/WE010216,2026-06-30,의료복지,51,,,다정노인요양원,노인복지,노인요양시설,의료복지,,,중구,중구,경동,인천광역시 중구 개항로 72 (경동),,032-762-8553,,,,,,,,,
obs_9d0dd0d69d0b6272,incheon_elderly,인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx,https://www.incheon.go.kr/welfare/WE010216,2026-06-30,의료복지,52,,,섭리노인요양공동생활가정,노인복지,노인요양공동생활가정,의료복지,,,중구,중구,,인천광역시 중구 동화마을길 31 (송월동3가),,032-773-0665,,,,,,,,,
obs_7c3e8d5f1efeae6f,incheon_elderly,인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx,https://www.incheon.go.kr/welfare/WE010216,2026-06-30,의료복지,53,,,성모시니어요양원,노인복지,노인요양시설,의료복지,,,중구,중구,신생동,인천광역시 중구 제물량로 159 (신생동),,032-772-6660,,,,,,,,,
obs_6a7d881c8ad44e11,incheon_elderly,인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx,https://www.incheon.go.kr/welfare/WE010216,2026-06-30,의료복지,54,,,소망드림요양원,노인복지,노인요양시설,의료복지,,,중구,중구,,"인천광역시 중구 신포로23번길 49, 3층 (중앙동3가, 중앙프라자)",,032-766-8806,,,,,,,,,
obs_d9953147e53c81e3,incheon_elderly,인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx,https://www.incheon.go.kr/welfare/WE010216,2026-06-30,의료복지,55,,,수 요양원,노인복지,노인요양시설,의료복지,,,중구,중구,용동,인천광역시 중구 큰우물로 16 (용동),,032-777-8998,,,,,,,,,
obs_563cf936925cb49c,incheon_elderly,인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx,https://www.incheon.go.kr/welfare/WE010216,2026-06-30,의료복지,56,,,영종국제도시 믿음요양원,노인복지,노인요양시설,의료복지,,,중구,중구,운서동,"인천광역시 중구 영종대로 106, 3~4층 (운서동)",,032-752-7765,,,,,,,,,
obs_07d5645fef17a9ae,incheon_elderly,인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx,https://www.incheon.go.kr/welfare/WE010216,2026-06-30,의료복지,57,,,영종요양원,노인복지,노인요양시설,의료복지,,,중구,중구,운남동,인천광역시 중구 백운로185번길 10-16 (운남동),,032-752-8898,,,,,,,,,
obs_411b3369e9454292,incheon_elderly,인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx,https://www.incheon.go.kr/welfare/WE010216,2026-06-30,의료복지,58,,,예봄요양원,노인복지,노인요양시설,의료복지,,,중구,중구,내동,인천광역시 중구 우현로67번길 1-6 (내동),,070-8630-7550,,,,,,,,,
obs_7fe0715e3792c090,incheon_elderly,인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx,https://www.incheon.go.kr/welfare/WE010216,2026-06-30,의료복지,59,,,예지요양원,노인복지,노인요양시설,의료복지,,,중구,중구,경동,"인천광역시 중구 개항로 82, 5층 (경동, 경동빌딩)",,070-8630-7545,,,,,,,,,
obs_8c13c898b8f73eef,incheon_elderly,인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx,https://www.incheon.go.kr/welfare/WE010216,2026-06-30,의료복지,60,,,우리들요양원,노인복지,노인요양시설,의료복지,,,중구,중구,인현동,인천광역시 중구 우현로90번길 1-6 (인현동),,032-765-7977,,,,,,,,,
obs_26b1ae1dc11e4e9f,incheon_elderly,인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx,https://www.incheon.go.kr/welfare/WE010216,2026-06-30,의료복지,61,,,위더스요양원,노인복지,노인요양시설,의료복지,,,중구,중구,사동,"인천광역시 중구 인중로 178, 6층 (사동)",,032-761-1116,,,,,,,,,
obs_a2226b40f65198fd,incheon_elderly,인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx,https://www.incheon.go.kr/welfare/WE010216,2026-06-30,의료복지,62,,,인천그린힐요양원,노인복지,노인요양시설,의료복지,,,중구,중구,,인천광역시 중구 송학로19번길 7-7 (송학동3가),,032-765-6651,,,,,,,,,
obs_b57dbeb20bc5512b,incheon_elderly,인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx,https://www.incheon.go.kr/welfare/WE010216,2026-06-30,의료복지,63,,,인천나눔요양원,노인복지,노인요양시설,의료복지,,,중구,중구,사동,"인천광역시 중구 인중로 178, 5층 (사동)",,032-721-9924,,,,,,,,,
obs_fe789ca27fc4f820,incheon_elderly,인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx,https://www.incheon.go.kr/welfare/WE010216,2026-06-30,의료복지,64,,,인천중구 구립해송노인요양원,노인복지,노인요양시설,의료복지,,,중구,중구,운북동,인천광역시 중구 백운로 494 (운북동),,032-752-0661,,,,,,,,,
obs_fdf8ef11247ea56f,incheon_elderly,인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx,https://www.incheon.go.kr/welfare/WE010216,2026-06-30,의료복지,65,,,정성요양원,노인복지,노인요양시설,의료복지,,,중구,중구,경동,인천광역시 중구 개항로 73 (경동),,032-765-5588,,,,,,,,,
obs_438e8e6c79a7984a,incheon_elderly,인천광역시_노인복지시설 현황_20260630,incheon_elderly_welfare_facilities_20260630.xlsx,https://www.incheon.go.kr/welfare/WE010216,2026-06-30,의료복지,66,,,중구요양원,노인복지,노인요양시설,의료복지,,,중구,중구,,"인천광역시 중구 인중로 96, 3층 (신흥동2가, 신흥동누리타워)",,032-763-7770,,,,,,,,,
